dlga_start:close_window|Pozor! Tento řetězec se nezobrazuje. Je vyhrazen pro ukládání dialogových proměnných.
dlga_lord_mission_raise_troops_rejected:lord_pretalk|No jo, no... nic lepšího jsem ani nečekal. Co se dá dělat, tak hodně štěstí.
dlga_lord_tell_mission:lord_mission_collect_taxes_told|Možná víš, že mi patří {reg9?město:vesnice} {s3}. Přesto už mi {s3} několik měsíců neplatí ani daně, ani důchody, ačkoli jsem jejich zákonitým vládcem. Místní hadrníci si pravděpodobně vzali do hlavy, že se od mých držav odtrhnou, a tak potřebuju někoho, kdo by jim dostatečně důrazně připomenul jejich povinnosti. A v případě nutnosti by je přesvědčil po zlém. Jestli tam zajedeš a vybereš aspoň daně, které jsou mi dlužni, dám ti pětinu částky, kterou od nich přivezeš.
dlga_lord_mission_collect_taxes_told:lord_mission_collect_taxes_accepted|To je výhodná nabídka, {s65}. Jsme domluveni.
dlga_lord_mission_collect_taxes_told:lord_mission_collect_taxes_rejected|Promiň, ale teď právě nemám čas.
dlga_lord_mission_collect_taxes_accepted:close_window|To je výborná zpráva. Tak já ti tu práci svěřím. Ale pozor, ta {reg9?městská chátra:tlupa drnohryzů} je všemi mastmi mazaná. Budou na tebe zkoušet všelijakou chytristiku, jen aby mi nemuseli zaplatit daně, na které mám - mimochodem - zákonité právo. Ale vím, že {playername} není žádný hlupák a že jim na špek jistě neskočíš.
dlga_lord_mission_collect_taxes_rejected:lord_pretalk|Eh, no dobře. Co se dá dělat, měj se.
dlga_lord_tell_mission:lord_mission_hunt_down_fugitive_told|Je tu jedna záležitost, se kterou bys mi mohl pomoct. Jde o to, že jeden lump, říkají mu {s4}, zabil jednoho z mých lidí a od té doby se skrývá před spravedlností. Nemohu přece dopustit, aby se vyhnul trestu, a tak jsem na jeho hlavu vypsal odměnu ve výši 300 tolarů. Přátelé toho zabitého předpokládají, že se zbojník nejspíš schovává u rodičů za pecí, ve vesničce jménem {s3}. Kdyby se ti ho podařilo vypátrat, zajmout a patřičně potrestat, odměna by byla tvá.
dlga_lord_mission_hunt_down_fugitive_told:lord_mission_hunt_down_fugitive_accepted|Chytím ho a po zásluze potrestám.
dlga_lord_mission_hunt_down_fugitive_told:lord_mission_hunt_down_fugitive_rejected|Promiň, ale teď opravdu nemám čas někoho nahánět.
dlga_lord_mission_hunt_down_fugitive_accepted:close_window|Výborně. Rodina toho zabitého ti bude velmi vděčná a já také. Jméno {playername} budu velebit vždy a všude. A jestli se ti podaří toho zločince zajmout, dostaneš samozřejmě taky odměnu za jeho chycení. Dobrý lov!
dlga_lord_mission_hunt_down_fugitive_rejected:lord_pretalk|Jak si přeješ. Hádám, že se tu najde spousta lidí, kteří takovou práci za odměnu rádi udělají, když o ni {playername} nestojí.
dlga_lord_tell_mission:lord_mission_told_kill_local_merchant|Pravda je taková - a značně nepříjemná - že dlužím značnou částku peněz jednomu zdejšímu kupci v městečku {s3}. Pochopitelně mu to ani omylem nehodlám zaplatit, jenže ten užvaněný hlupák kolem toho dělá hrozně moc povyku. Dokonce měl tu drzost přijít a vyhrožovat mi. Mně! Že prý na mě napíše stížnost obchodnickým cechům a bankéřům. Že prý mi zkazí pověst! Prostě a jednoduše, potřebuji důvěryhodného člověka, který by tomu kupci zavřel tu jeho užvaněnou papulu. Nadlouho. Jednou provždy.
dlga_lord_mission_told_kill_local_merchant:lord_mission_accepted_kill_local_merchant|Nedělej si starosti, ten už ani nepípne.
dlga_lord_mission_told_kill_local_merchant:lord_mission_rejected|Nájemné vraždy nejsou můj obor, pane.
dlga_lord_mission_accepted_kill_local_merchant:close_window|Výborně. Myslím, že jménu {playername} mohu důvěřovat. Ale nesmíš mě zklamat. Pošlu ti zprávu - dám ti vědět, kdy a kde můžeš kupce zastihnout. Pořeš to s ním a já se ti štědře odměním.
dlga_lord_tell_mission:lord_mission_told_meet_spy_in_enemy_town|Jméno {playername} ve mně vzbuzuje důvěru, takže tu pro tebe mám takovou delikátní prácičku. Neznám totiž žádnou jinou důvěryhodnou osobu, kterou bych tím pověřil. Jde o to, že mám v městečku {s13} nasazeného svého špeha. Dává pozor, co se kde šustne, a posílá mi zprávy o všem, co by mě mohlo zajímat. Každý týden tam někoho posílám, aby vyzvedl od vyzvědače hlášení a přivezl mi je. Mohl bych tím pověřit tebe, jestli se ti to hodí.
dlga_lord_mission_told_meet_spy_in_enemy_town:quest_meet_spy_in_enemy_town_accepted|Samozřejmě, nedělej s tím takové cavyky. Všechno zařídím, můžeš být bez obav.
dlga_lord_mission_told_meet_spy_in_enemy_town:quest_meet_spy_in_enemy_town_rejected|Tenhle návrh budu muset odmítnout. Záležitosti "pláště a dýky", to není nic pro mě.
dlga_quest_meet_spy_in_enemy_town_accepted:quest_meet_spy_in_enemy_town_accepted_response|Výborně! Zajeď co nejdříve do města {s13}, můj špeh už na tebe bude čekat.
dlga_quest_meet_spy_in_enemy_town_accepted_response:quest_meet_spy_in_enemy_town_accepted_2|{s13} má výborné stráže. Jak se tam mám dostat, aby si mě nikdo nevšiml?
dlga_quest_meet_spy_in_enemy_town_accepted_2:quest_meet_spy_in_enemy_town_accepted_response|Budeš se muset schovávat. Vyhýbej se nepřátelským pevnostem, vesnicím a hlídkám - a neber s sebou moc lidí. Pokud se ti tam nepodaří dostat na poprvé, počkej, až se městská stráž uklidní a pak teprve vyzkoušej jejich ostražitost znovu. Nepospíchej zbytečně, aby se věci moc nepřiostřily.
dlga_quest_meet_spy_in_enemy_town_accepted_response:quest_meet_spy_in_enemy_town_accepted_3|Jak toho tvého špeha poznám?
dlga_quest_meet_spy_in_enemy_town_accepted_3:quest_meet_spy_in_enemy_town_accepted_response|Až se dostaneš do městečka {s13}, popovídej si s místními lidmi, špion bude jedním z nich. Až si budeš myslet, že víš, kdo to je, řekni mu heslo: "{s11}". Můj vyzvědač ti na to odpoví: "{s12}" Podle toho poznáš, že je to ten pravý člověk. Předá ti všechny dokumenty, které pro mě bude mít.{reg7? : }
dlga_quest_meet_spy_in_enemy_town_accepted_response:quest_meet_spy_in_enemy_town_accepted_4|Zaplatíš mi za tu práci?
dlga_quest_meet_spy_in_enemy_town_accepted_4:quest_meet_spy_in_enemy_town_accepted_response|Samozřejmě, pro věrné lidi mám v truhle stříbra víc než dost. Prokaž mi dobrou službu, dělej čest jménu {playername} a já ti nezůstanu dlužen.
dlga_quest_meet_spy_in_enemy_town_accepted_response:quest_meet_spy_in_enemy_town_accepted_end|Je mi to úplně jasné. Zatím na shledanou, pane.
dlga_quest_meet_spy_in_enemy_town_accepted_end:lord_pretalk|Kéž jméno {playername} provází štěstí. Pamatuj si, heslo je: "{s11}". Odpověď zní: "{s12}". Přivez mi zprávy a já se ti odměním za vynaložený čas a úsilí.
dlga_quest_meet_spy_in_enemy_town_rejected:lord_pretalk|Jak myslíš, ale v tom případě ti důrazně doporučuji zapomenout, že jsem vůbec něco říkal o nějakém špehovi. Žádní špehové nejsou, nikdy nebyli, a i kdyby byli - jako by se po nich slehla zem. Pamatuj si to, jako že se jmenuješ {playername}.
dlga_lord_tell_mission:lord_mission_told_raid_caravan_to_start_war|{s13} jsou mizerní podlidé, to ví každý. Ten mír, co s nimi máme, mi pěkně leží v žaludku. Příliš dlouho nad těmi jejich rejdy přivíráme oči, nezdá se ti, že svou přítomností špiní i tvé jméno {playername}? Jsou teď ještě troufalejší a jejich nadutost nezná mezí. Jak říkám - měli bychom jim vyhlásit válku, než bude pozdě! Někteří naši krajané však bohužel příliš aktivně usilují o mír. Pche. Samí zbabělci a vypatlaní budižkničemové.
dlga_lord_mission_told_raid_caravan_to_start_war:lord_mission_tell_raid_caravan_to_start_war_2|To je sice pravda, {s65}, ale co s tím můžeme dělat my?
dlga_lord_mission_told_raid_caravan_to_start_war:quest_raid_caravan_to_start_war_rejected_1|S tím si dovolím nesouhlasit, můj pane. Míru je třeba dát přednost před válkou.
dlga_lord_mission_tell_raid_caravan_to_start_war_2:lord_mission_tell_raid_caravan_to_start_war_3|Konečně někdo, kdo to správně chápe! To rád slyším! Ve skutečnosti s tím něco udělat můžeme. Nachystáme takovou malou provokaci. Město {s13} je zcela závislé na svých kupeckých vozech - všechny své prostředky investuje čistě do obchodu. Kdyby se naší vojenské jednotce podařilo proniknout až na jejich území a přepadnout a pobít jim několik karavan, byl by to dobrý důvod, aby vyhlásili válku oni nám. A potom - za takových podmínek budou muset dokonce i zbabělci v našich řadách povstat na obranu vlasti. Co myslíš? Není to výborný nápad? Pověz mi to na rovinu, jako že se jmenuješ {playername}.
dlga_lord_mission_tell_raid_caravan_to_start_war_3:quest_raid_caravan_to_start_war_accepted|Skvělý plán! Hned se do toho dám.
dlga_lord_mission_tell_raid_caravan_to_start_war_3:lord_mission_tell_raid_caravan_to_start_war_4|A proč to chceš po mně? Nemohou to vyřídit tví vlastní lidé?
dlga_lord_mission_tell_raid_caravan_to_start_war_4:lord_mission_tell_raid_caravan_to_start_war_5|Inu, některým zdejším lidem se vůbec nezamlouvá, že by se někdo rozhodl rozpoutat válku, aniž by je předem informoval. Už tak pořád hledají způsob, jak se mi dostat na kobylku, a kdybych provedl něco takového, pořádně by mi to spočítali. Zato ty nosíš jméno {playername}, jsi {mladý a odvážný/mladá a odvážná}, nemáš žádné zapřisáhlé nepřátele a když se ti to podaří, všichni ti to snadno prominou. A taky tě podpořím já a budu tvé činy obhajovat před těmi, kdo by s nimi nesouhlasili. Jednoduše řečeno, někdo z mocných tohoto světa se sice možná bude zlobit, když to tak uděláš, ale jsem přesvědčen, že se ti nic zlého nestane.
dlga_lord_mission_tell_raid_caravan_to_start_war_5:quest_raid_caravan_to_start_war_accepted|Dobře, tak já ty kupecké vozy přepadnu, když chceš.
dlga_lord_mission_tell_raid_caravan_to_start_war_5:quest_raid_caravan_to_start_war_rejected_2|To se mi moc nezdá. Najdi si radši někoho jiného, kdo za tebe bude nosit kůži na trh.
dlga_quest_raid_caravan_to_start_war_accepted:close_window|Výborně! Nezapomeň, že je potřeba přepadnout a oloupit nejméně {s13} karavan, aby {s13} a tamní šmejdi měli opravdu pořádný vztek. Až vše provedeš, vrať se ke mně - ale dávej si pozor a nedej se od těch pitomců chytit! Kdyby tě zajali, náš plán by se okamžitě prozradil a tebe by čekal dlouhý pobyt za mřížemi. Nu což, hodně štěstí a dobrý lov.
dlga_quest_raid_caravan_to_start_war_rejected_1:lord_pretalk|Aha, tak takhle ty to vidíš? A jak dlouho podle tebe ten tvůj drahocenný mír potrvá? Dlouho to nebude, to mi můžeš věřit.
dlga_quest_raid_caravan_to_start_war_rejected_2:lord_pretalk|Dobře. Jak si {playername} přeje. Myslel jsem si, že ti v duši plane onačejší plamen, ale zjevně jsem se spletl...
dlga_lord_tell_mission:lord_mission_told.1|V osadě jménem {s4} mi zběhlo z polních prací pár nevolníků. Svině jedny nevděčné! Hospodařili na mých polích, bydleli v mých domech a takhle se mi odvděčili! Mezi lidmi se povídá, že všichni o překot upalovali tam, kde leží {s3}. Zde prý se rozdělili na tři oddíly, aby je nebylo tak jednoduché pochytat. Zajmi všechny tři skupiny a přiveď mi je zpět za každou cenu. Měl bych je sice dát všechny pověsit za pokus o útěk, ale brzy bude sklizeň úrody, na které budeme potřebovat každou ruku, a tak jim pro jednou ukážu vlídnou tvář.
dlga_lord_tell_mission:lord_tell_mission_follow_spy|Vím jistě, že je v tom městě nepřátelský špeh. Měli bychom ho chytit a pověsit, ale myslíme si, že brzy vytáhne paty za hradby a potká se se svým pánem, aby mu předal zprávy o tom, co zjistil. Na špehovi samotném zas až tak nezáleží, ale ten, kdo ho platí, je důležitý a mohl by nám toho hodně prozradit, kdyby se nám ho podařilo zajmout.
dlga_lord_tell_mission_follow_spy:lord_tell_mission_follow_spy_2|Počkej, až špeh vystrčí nos z města, a pak ho sleduj až na místo setkání. Hlavně si dávej pozor, aby si tě nevšiml, jinak začne být podezřívavý a radši se vrátí domů. Až se objeví jeho chlebodárce, zajmi je oba dva a přiveď mi je. A živé, jestli můžu prosit.
dlga_lord_tell_mission_follow_spy_2:lord_tell_mission_follow_spy_accepted|Přesně tak to udělám, {s65}.
dlga_lord_tell_mission_follow_spy_2:lord_tell_mission_follow_spy_rejected|Ne, na tohle nemám čas.
dlga_lord_tell_mission_follow_spy_accepted:close_window|Dobře, předpokládám, že si s tím skvěle poradíš. Jeden z mých lidí ti ukáže toho špeha, abys věděl, koho máš sledovat. A pamatuj si: potřebuji oba dva a živé!
dlga_lord_tell_mission_follow_spy_rejected:lord_pretalk|To je zlé. No, co už s tebou, jdi si po svém, ve jménu {playername} jsem se asi mýlil.
dlga_lord_tell_mission:lord_tell_mission_capture_enemy_hero|Měl bych tu pro tebe jeden dost obtížný úkol, ale říkali mi, že {playername} si s ním jistě snadno poradí. Je potřeba chytit jednoho vysoce postaveného člověka ve městě {s13} a přivést mi ho. Budu ho pak moci vyměnit za jednoho mého příbuzného, kterého tam drží v zajetí. Sama o sobě je to jednoduchá práce, jenže významné osobnosti skoro nikdy nechodí bez ochrany. Tak co ty na to?
dlga_lord_tell_mission_capture_enemy_hero:lord_tell_mission_capture_enemy_hero_accepted|Jako by se stalo, {s65}.
dlga_lord_tell_mission_capture_enemy_hero:lord_tell_mission_capture_enemy_hero_rejected|Ne, {s65}. Nejsem přece nějaký únosce.
dlga_lord_tell_mission_capture_enemy_hero_accepted:close_window|Výborně! Přiveď mi nepřítele a až se vrátíš, napiju se s tebou na zdraví! A samozřejmě ti vyplatím odměnu.
dlga_lord_tell_mission_capture_enemy_hero_rejected:lord_pretalk|Aha. Koukám, že jsem trochu přecenil tvé schopnosti. To nevadí, já si někoho najdu.
dlga_lord_tell_mission:lord_tell_mission_lend_companion|Pro tebe teď žádnou práci nemám, ale tady {s3} - někoho takového bych teď tuze potřeboval. Nepůjčil bys mi {reg3?ji:ho} na nějaký čas?
dlga_lord_tell_mission_lend_companion:lord_tell_mission_lend_companion_2|Jak dlouho {reg3?ji:ho} budeš potřebovat?
dlga_lord_tell_mission_lend_companion_2:lord_mission_lend_companion_told|Jen na pár dní, nanejvýš na týden.
dlga_lord_mission_lend_companion_told:lord_tell_mission_lend_companion_accepted|Tak dobře, {s3} může být týden u tebe.
dlga_lord_mission_lend_companion_told:lord_tell_mission_lend_companion_rejected|Promiň, ale týden je dlouhá doba, mezitím mi {s3} může nejednou prokázat cenné služby.
dlga_lord_tell_mission_lend_companion_accepted:close_window|Ani nevím, jak ti mám poděkovat. Neboj se, brzy dostaneš svého družiníka zpátky a jméno {playername} budiž pochváleno.
dlga_lord_tell_mission_lend_companion_rejected:lord_pretalk|Co se dá dělat. Je mi to moc líto, ale jednou je {s3} tvůj člověk a nařídit ti to nemůžu. Budu si muset poradit nějak jinak.
dlga_lord_tell_mission:lord_tell_mission_collect_debt|{s3} si ode mě před nějakým časem vypůjčil slušnou sumičku, {reg4} tolarů. Slíbil, že mi dluh do měsíce vrátí, ale už je to dlouho a zatím mi pořád nic nedal. Kdyby se ti z něj podařilo ty mé peníze nějak vydolovat, dám ti pětinu získané částky. Co ty na to?
dlga_lord_tell_mission_collect_debt:lord_tell_mission_collect_debt_2|Nevíš, kde může být {s3}, {s65}?
dlga_lord_tell_mission_collect_debt_2:lord_tell_mission_collect_debt_3|Když se hned teď vydáš na cestu, určitě ho zastihneš ve městě {s4}. Předpokládám, že už se bude pořádně stydět a hned ti celý dluh uhradí.
dlga_lord_tell_mission_collect_debt_3:lord_tell_mission_collect_debt_accepted|Postarám se, aby ti {s3} vrátil dluh.
dlga_lord_tell_mission_collect_debt_3:lord_tell_mission_collect_debt_rejected|Myslím, že by sis ten dluh od něj měl vyzvednout osobně.
dlga_lord_tell_mission_collect_debt_accepted:close_window|To je skvělé, že mi s tím pomůžeš! Prosím, dostůj pověsti jména {playername} a udělej všechno, co bude třeba, aby ti {s3} ty moje peníze vrátil!
dlga_lord_tell_mission_collect_debt_rejected:lord_pretalk|Tak si říkám, že {playername} má asi pravdu. Zdá se, že už ty peníze v životě neuvidím.
dlga_lord_tell_mission:lord_tell_mission_incriminate_commander|Podle mě si {s14} nezasluhuje tak slabého a mizerného panovníka, jakým je {s13}. Nebýt jeho věrného vazala {s15}, přišel by o všechny své državy už dávno. Dokud mu však {s15} věrně slouží, nemá se vládce čeho bát. To znamená, že {s15} musí zmizet ze scény, a já dokonce vím, jak to provést. S tvou pomocí, pochopitelně.
dlga_lord_tell_mission_incriminate_commander:lord_tell_mission_incriminate_commander_2|Jsem jedno velké ucho, {s66}. Povídej.
dlga_lord_tell_mission_incriminate_commander:lord_tell_mission_incriminate_commander_rejected|{s15} si ode mě nic tak podlého nezaslouží.
dlga_lord_tell_mission_incriminate_commander_rejected:lord_pretalk|Jak podlého?! K čertu, spoléhal jsem na to, že nám pomůžeš! Teď si budu muset najít někoho jiného. Nu, příště budu vědět, že jménu {playername} se nedá věřit.
dlga_lord_tell_mission_incriminate_commander_2:lord_tell_mission_incriminate_commander_3|Je potřeba napsat falešný dopis s mou pečetí, podle kterého si čtenář domyslí, že se s námi  {s15} domluvil a chystáme se společně provést nějakou akci. A místem našeho setkání že má být právě {s14}. Jestli {s13} uvěří, že je dopis pravý, udělá s {s15} krátký proces. Musíme to ale navléknout tak, aby {s13} skutečně uvěřil v pravost dopisu.
dlga_lord_tell_mission_incriminate_commander_3:lord_tell_mission_incriminate_commander_4|Pokračuj, {s65}.
dlga_lord_tell_mission_incriminate_commander_3:lord_tell_mission_incriminate_commander_rejected|Kdepak, na takové špinavosti já se podílet nebudu.
dlga_lord_tell_mission_incriminate_commander_4:lord_tell_mission_incriminate_commander_5|No, a tady právě vstupuješ do hry ty. Pojedeš s dopisem tam, kde se nachází {s14}, dáš ho některému ze svých lidí a řekneš mu, aby ho doručil adresátovi, což je {s15}. Já předem upozorním svého člověka z městské stráže a toho tvého posla nechám zajmout. Stráže najdou dopis a ten brzy dostane do rukou {s13}. Sice se budou tvého družiníka vyptávat, ale ten jim nic důležitého neřekne, kromě toho, že ten list dostal od tebe. {s13} ví, že jsi u mne ve službě, a tak by tomu měl poměrně rychle uvěřit.
dlga_lord_tell_mission_incriminate_commander_5:lord_tell_mission_incriminate_commander_7|A to je všechno?
dlga_lord_tell_mission_incriminate_commander_7:lord_tell_mission_incriminate_commander_8|Ještě něco... Měl bys ten dopis poslat po nějakém schopném člověku. Pokud ho svěříš nějakému očividně postradatelnému nevolníkovi, mohl by mít {s13} podezření, že se jedná o spiknutí. Moc fištrónu sice nepobral, ale takový hlupák, aby neprohlédl očividnou lest, to zase není. Tak s tím dopisem radši pošli někoho solidního. Třeba {s9} se na to celkem hodí.
dlga_lord_tell_mission_incriminate_commander_8:lord_tell_mission_incriminate_commander_9|Cože? {s9} je přece můj člověk! Nemohu přece poslat svého poddaného na jistou smrt!
dlga_lord_tell_mission_incriminate_commander_8:lord_tell_mission_incriminate_commander_fin|Tak tedy {s8}.
dlga_lord_tell_mission_incriminate_commander_9:lord_tell_mission_incriminate_commander_10|Inu, city jsou sice důležité, ale teď na ně není ta pravá chvíle. Věř mi, že dostaneš víc než slušnou odměnu, a kromě toho - umřít na rozkaz svého velitele je přece osudem každého vojáka. A jméno {playername} pak budou všichni vyslovovat s úctou.
dlga_lord_tell_mission_incriminate_commander_10:lord_tell_mission_incriminate_commander_fin|Tak tedy dobře, {s8}.
dlga_lord_tell_mission_incriminate_commander_10:lord_tell_mission_incriminate_commander_rejected|Ne. Nehodlám obětovat svoje lidi.
dlga_lord_tell_mission_incriminate_commander_fin:lord_pretalk|Ani nevíš, jak rád to slyším. Vidím, že nosit jméno {playername} znamená vědět, co je dobré. Pomůžeš mi odstranit z cesty jednu z nejobtížnějších překážek. Tady je dopis a 300 tolarů na nezbytné výdaje. Když se ti to podaří, dostaneš samozřejmě víc, mnohem víc!
dlga_lord_tell_mission:lord_mission_told.2|Při poslední potyčce s nepřítelem zajali skupinu mých lidí. Naštěstí máme dohodu o výměně zajatců, takže mohu své lidi vyměnit za stejně hodnotnou skupinu našich zajatců. Bohužel ale teď žádné zajatce nemám! Co bych tedy potřeboval, jsou {s3}, nejméně {reg1}, abych měl něco na tu výměnu.
dlga_lord_tell_mission:lord_pretalk|Ne. Teď žádnou pomoc nepotřebuju. Kéž jméno {playername} provází štěstí.
dlga_lord_mission_told:lord_mission_accepted|Na mě se můžeš spolehnout, {s65}.
dlga_lord_mission_told:lord_mission_rejected|Obávám se, že se teď takového úkolu nemůžu zhostit.
dlga_lord_mission_accepted:close_window|Výborně, výborně. Doufám, že {playername} není synonymem pro zrádce a že mne nezklameš.
dlga_lord_mission_rejected:close_window|Opravdu? Co se dá dělat, vidím, že na to prostě nestačíš. Pošlu někoho schopnějšího.
dlga_lord_talk:lord_leave_prison|Musím už jít.
dlga_lord_talk:lord_leave|Musím už jít...
dlga_lord_talk:lord_leave.1|Budu už muset jít...
dlga_lord_leave:lord_leave_give_quest|Ještě než půjdeš, musím tě o něco poprosit. Sice v této válce bojujeme na různých stranách, ale jsem přesvědčen o tom, že se k sobě já a ty, {který/která} si říkáš {playername}, přesto můžeme chovat jako slušní lidé. A možná bys mi {mohl/mohla} pomoci s jednou velmi důležitou věcí.
dlga_lord_leave_give_quest:enemy_lord_tell_mission|Poslouchám.
dlga_enemy_lord_tell_mission:lord_mission_told|Mám jednoho přítele - býval to udatný bojovník, ale teď je těžce nemocný. Otevřely se mu staré rány, má to zanícené a jestli pro něj rychle neseženu lékaře, brzy mi tu umře. Mám toho člověka moc rád, {playername}, ale je to takový umíněný parchant a nenechá se od nikoho prohlédnout, protože se doktorů bojí. Slyšel jsem, že máš vynikajícího ranhojiče. Nemohl bys mi {reg3?ho:ji} na chvíli půjčit? Snad bychom společně mého přítele přesvědčili, že musí o své zdraví pečovat. Prosím. Budu tvým dlužníkem až do konce svých dnů.
dlga_enemy_lord_tell_mission:close_window|CHYBA: NESHODUJE SE S ÚKOLEM {s7}.
dlga_lord_leave_prison:close_window|Ještě se potkáme.
dlga_lord_leave:close_window|Samozřejmě. Na shledanou, těším se, až tvé jméno {playername} znovu uslyším.
dlga_lord_leave:close_window.1|Šťastnou cestu, kéž jméno {playername} provází štěstí.
dlga_lord_leave:close_window.2|Sbohem.
dlga_lord_leave:close_window.3|Ještě se potkáme.
dlga_member_chat:lady_journey_1|Jak se daří, {s65}?
dlga_lady_journey_1:close_window|Naprosto skvěle, {playername}. Děkuji za optání.
dlga_start:lady_qst_duel_for_lady_succeeded_1|Á, {playername}, rád tě zase vidím! Podle toho, co mi povídali, {s13} dostal, co mu patřilo! Myslím, že na to ponížení nikdy nezapomene. Chci ti dát něco za odměnu, ale bojím se, že za něco takového nebude žádná odměna dost velká.
dlga_lady_qst_duel_for_lady_succeeded_1:lady_qst_duel_for_lady_succeeded_2|Bude mi stačit jakékoliv odměna.
dlga_lady_qst_duel_for_lady_succeeded_1:lady_qst_duel_for_lady_succeeded_2.1|To je víc než dostatečná odměna, {s66}!
dlga_lady_qst_duel_for_lady_succeeded_1:lady_qst_duel_for_lady_succeeded_2.2|Prosím, {s65}, já přece žádnou odměnu nepotřebuji.
dlga_lady_qst_duel_for_lady_succeeded_2:lady_pretalk|{s10}
dlga_start:lady_qst_duel_for_lady_failed|Řekli mi, že jste se ty a {s13} spolu bili a že jméno vítěze znělo {playername}, čili tvé. Je to od tebe velmi šlechetné, děkuji mnohokrát.
dlga_lady_qst_duel_for_lady_failed:lady_qst_duel_for_lady_failed_2|Omlouvám se za neúspěch, {s65}...
dlga_lady_qst_duel_for_lady_failed_2:lady_pretalk|To nevadí. Alespoň ses o to {pokusil/pokusila}. Skutečnou pravdu beztak kordem neprokážeš, ale mohu alespoň s hrdostí říci, že {playername} pro mne statečně {riskoval/riskovala} život. Už to samo o sobě přesvědčí mnoho lidí o mé nevinnosti.
dlga_start:lady_escort_lady_succeeded|Děkuji ti za doprovod. Prosím, přijmi tento dar na důkaz mé vděčnosti. Doufám, že tvé jméno {playername} ještě někdy uslyším.
dlga_lady_escort_lady_succeeded:close_window|Bylo pro mne ctí ti sloužit, {s65}.
dlga_start:lady_generic_mission_succeeded|Á, {playername}! Ty mi ho vracíš! Děkuji, můj {s17} je tedy nakonec zachráněn. Prosím, vezmi si aspoň tohle jako skromnou odměnu za pomoc.
dlga_lady_generic_mission_succeeded:lady_pretalk|Je pro mne ctí ti sloužit, {s65}.
dlga_start:lady_premeet|Tebe od někud znám...
dlga_lady_premeet:lady_meet|Já jsem {playername}.
dlga_lady_premeet:lady_meet.1|Říkají mi {playername}.
dlga_lady_meet:lady_meet_end|{playername}? Nikdy jsem o tobě neslyšela.
dlga_lady_meet_end:lady_talk|Mohu ti nějak pomoct?
dlga_start:lady_talk|Ano?
dlga_lady_pretalk:lady_talk|Ještě něco?
dlga_lady_talk:lady_ask_for_quest|Je něco, co bych pro tebe {mohl/mohla} vykonat?
dlga_lady_ask_for_quest:lady_pretalk|Momentálně pro tebe nemám žádný úkol.
dlga_lady_ask_for_quest:lady_mission_told|Ach, obávám se, že je můj {s17} {s13} pro mne už navždy ztracen... {s14} ho drží v šatlavě. Zkoušeli jsme za něj složit výkupné, jenž
dlga_lady_ask_for_quest:lady_mission_told.1|Můj ubohý {s17} {s13} je držen v zajetí ve městě zvaném {s14}. Tu a tam si dopisujeme, ale doručit dopis do nepřátelské kobky a zpět je velmi nebezpečné, a tak si píšeme dost řídce. Prosím tě, můžeš mu ode mě doručit psaní?
dlga_lady_ask_for_quest:lady_quest_duel_for_lady|Ach, vidím, že jméno {playername} je synonymem pro soucit! Ty ale o mém trápení nic nevíš a přece po tobě nemůžu chtít, abys pro mě {riskoval/riskovala} život.
dlga_lady_quest_duel_for_lady:lady_quest_duel_for_lady_2|Pověz mi, o co jde, a dál už to nech na mně.
dlga_lady_quest_duel_for_lady_2:lady_quest_duel_for_lady_3|Tak dobře... Můj muž si udělal několik velmi obávaných nepřátel. Nejhorší z nich je {s13}. Neustále proti mně vznáší různá obvinění a pomlouvá mě! Mému muži přímo uškodit nemůže, a tak hanobí naše dobré jméno mým prostřednictvím. Kdybys jen slyšel, co všechno o mně říká! Chtěla bych, aby mu dal někdo za vyučenou, ale {s13} umí tuze dobře zacházet s kordem i s pistolí, a tak se ho všichni bojí.
dlga_lady_quest_duel_for_lady_3:lady_quest_duel_for_lady_3_accepted|Já z něj strach nemám, {s65}, a přinutím ho, aby vzal svá slova zpět.
dlga_lady_quest_duel_for_lady_3_accepted:close_window|Nehodí se, abych o něco takového poprosila, ale z nějakého důvodu ve mně tvé jméno {playername} vzbuzuje důvěru. Pokud se mě tedy zastaneš a budeš hájit mou čest, mé díky nebudou mít konce a budu se za tebe modlit...
dlga_lady_quest_duel_for_lady_3:lady_quest_duel_for_lady_3_rejected|Jestli je tak nebezpečný, možná bude lepší nechat ho na pokoji.
dlga_lady_quest_duel_for_lady_3_rejected:close_window|Možná máš pravdu. Nejlepší bude zapomenout na dětské sny o rytířství a odvaze. Takoví lidé už se dnes nenajdou, a ani {playername} mezi ně tedy nepatří. Sbohem.
dlga_lady_ask_for_quest:lady_pretalk.1|Nic teď nepotřebuju, ale vím, že {playername} je {laskavý pán/laskavá paní}.
dlga_lady_mission_told:lady_mission_accepted|Jak pravíš, {s65}, tak se i stane.
dlga_lady_mission_told:lady_mission_rejected|Obávám se, že ti teď nemůžu nijak pomoct.
dlga_lady_mission_accepted:close_window|Jméno {playername} budiž pochváleno! Děkuji za pomoc.
dlga_lady_mission_rejected:close_window|Nepomůžeš dámě v nesnázích? A to se honosíš jménem {playername}? Styď se! A teď mě prosím omluv, musím dohlédnout na vyšívačky.
dlga_lady_talk:lady_restore_relation|Potřebuji navázat přátelské vztahy s jedním šlechticem. Můžeš mi s tím pomoct?
