str_no_string|NO STRING!
str_npc8_signup_response_2|憎 恨 妇 女 、 刽 子 手 ， 而 且 是 个 贪 吃 鬼 … … 恐 怕 我 们 必 须 分 道 扬 镳 。 
str_npc9_signup_response_2|我 认 为 ， 你 也 许 不 能 和 我 的 部 下 们 相 处 得 很 和 睦 。 再 见 ！ 
str_npc10_signup_response_2|恐 怕 你 这 样 的 魔 鬼 只 会 吓 跑 我 的 士 兵 。 
str_npc11_signup_response_2|有 你 在 我 身 边 是 很 危 险 的 ， 我 可 不 想 找 鞑 靼 人 的 麻 烦 。 
str_npc12_signup_response_2|不 劫 掠 那 些 贱 民 ， 那 么 他 们 存 在 的 意 义 何 在 ？ 不 ， 我 不 希 望 部 下 中 有 人 跟 我 不 是 一 条 心 。 
str_npc13_signup_response_2|队 伍 里 有 个 和 平 主 义 者 可 是 比 一 支 胸 甲 骑 兵 团 还 要 危 险 。 
str_npc14_signup_response_2|我 才 不 要 呢 。 我 不 需 要 一 个 贼 似 的 憎 恨 女 人 的 女 人 。 
str_npc15_signup_response_2|从 前 在 法 国 ， 有 个 女 战 士 叫 圣 女 贞 德 。 她 的 结 局 很 不 幸 … … 
str_npc16_signup_response_2|一 名 有 着 强 烈 正 义 感 的 护 卫 ？ 这 听 起 来 有 点 傻 ， 你 不 这 么 认 为 吗 ？ 
str_npc1_payment|我 将 会 对 你 非 常 有 用 ， {先 生 /夫 人 }， 你 可 以 赌 一 把 。 在 我 们 离 开 之 前 ， 还 有 一 件 事 ， 你 能 借 给 我 {reg3}泰  勒 吗 ？ 我 不 好 意 思 说 出 来 ， 但 我 在 这 里 还 有 一 些 债 务 。 我 在 这 个 酒 店 里 住 了 好 几 周 ， 酒 馆 老 板 不 再 相 信 我 有 能 力 支 付 宿 金 。 你 知 道 的 ， 如 果 他 们 看 到 我 和 你 一 起 离 开 之 前 没 有 支 付 宿 金 的 话 ， 这 将 是 一 件 很 丑 的 事 情 。 
str_npc2_payment|非 常 乐 意 。 只 是 我 还 有 一 个 小 小 要 求 — — 昨 晚 我 在 赌 桌 上 有 点 背 。 你 能 帮 我 还 赌 债 么 ？ 钱 不 多 ， 只 有 {reg3}泰 勒 。 有 了 这 些 ， 我 就 能 问 心 无 愧 地 离 开 这 里 了 。 
str_npc3_payment|。 
str_npc4_payment|酒 钱 是 小 钱 — — 我 还 欠 着 客 栈 老 板 一 笔 债 。 我 不 是 一 个 人 在 这 寻 乐 ， 这 里 所 有 客 人 消 费 都 是 我 请 客 ， 后 来 我 们 又 和 到 访 的 波 兰 人 小 小 地 打 了 一 架 … … 你 能 帮 我 还 债 么 ？ 只 有 {reg3}泰 勒 。 
str_npc5_payment|还 有 件 事 。 我 的 钱 花 光 后 ， 不 得 不 当 掉 了 我 的 胸 甲 。 你 能 先 给 我 {reg3}泰 勒 吗 ？ 我 要 把 它 赎 回 来 。 在 战 斗 中 有 了 胸 甲 ， 我 就 会 比 一 只 无 壳 乌 龟 更 强 一 点 。 
str_npc6_payment|嗯 ， 还 有 个 小 问 题 。 我 的 妻 子 处 境 不 好 ， 我 想 寄 些 钱 给 她 。 如 果 你 能 给 我 {reg3}泰 勒 ， 我 就 立 马 跟 你 走 。 否 则 ， 我 只 有 去 当 土 匪 筹 钱 。 
str_npc7_payment|我 准 备 好 了 。 只 是 我 还 有 个 小 小 要 求 ， 给 我 {reg3}泰 勒 来 买 一 件 新 外 套 吧 。 我 的 外 套 破 了 ， 我 不 想 在 旅 行 时 看 起 来 那 么 … … 见 不 得 人 。 
str_npc8_payment|好 的 ， 我 的 斧 头 会 好 好 为 你 服 务 的 。 当 然 ， 你 得 给 我 {reg3}泰 勒 来 买 新 斧 柄 。 我 在 本 地 的 屠 宰 场 工 作 了 整 整 一 个 月 ， 这 把 斧 头 已 经 被 用 坏 了 。 
str_npc9_payment|{先 生 /夫 人 }， 我 有 个 小 小 的 请 求 。 我 急 需 {reg3}泰 勒 来 搞 一 本 家 谱 。 我 在 路 上 遇 到 了 一 位 纹 章 院 院 长 ， 真 是 个 奇 迹 。 我 需 要 他 帮 我 编 写 我 的 家 谱 并 盖 章 。 有 了 这 么 一 份 羊 皮 纸 文 件 ， 我 就 有 充 分 的 理 由 要 回 我 的 土 地 了 … … 
str_npc10_payment|这 真 是 个 好 消 息 ！ 你 能 给 我 一 点 恩 惠 吗 ？ 只 要 {reg3}泰 勒 — — 我 想 买 一 枚 戒 指 送 给 那 位 女 士 ， 本 地 的 宝 石 匠 给 的 就 是 这 个 价 格 。 也 许 她 收 到 戒 指 后 ， 会 回 心 转 意 。 
str_npc11_payment|真 主 至 大 ！ 请 给 我 {reg3}泰 勒 来 买 一 个 新 马 鞍 吧 。 
str_npc12_payment|{先 生 /夫 人 }， 我 想 提 前 完 成 一 些 手 续 ， 这 么 说 吧 — — 只 要 {reg3}泰 勒 。 
str_npc13_payment|现 在 我 们 来 定 下 合 约 ， 我 大 胆 向 你 索 要 一 点 恩 惠 行 吗 ？ 在 这 里 的 一 个 远 亲 给 我 提 供 过 住 处 。 你 能 给 我 {reg3}泰 勒 ， 让 我 还 了 这 个 人 情 吧 ？ 
str_npc14_payment|不 过 ， 还 有 件 小 小 的 麻 烦 事 。 不 久 前 ， 这 里 有 一 个 集 市 ， 我 没 得 到 本 地 的 贸 易 协 会 的 允 可 就 卖 了 一 些 葡 萄 酒 给 一 支 小 队 伍 。 我 需 要 交 {reg3}泰 勒 的 罚 金 ， 那 些 卫 兵 才 会 放 我 出 城 。 
str_npc15_payment|哦 ， 真 是 太 好 了 ！ {先 生 /夫 人 }， 你 能 不 能 分 给 我 {reg3}泰 勒 来 买 些 新 的 摩 洛 哥 式 鞋 子 — — 缠 着 这 些 绑 脚 布 ， 我 哪 儿 也 去 不 了 。 
str_npc16_payment|谢 谢 ！ 请 给 我 {reg3}泰 勒 吧 。 我 找 到 了 一 件 很 棒 的 蒙 布 链 甲 。 没 有 合 适 的 防 具 ， 我 还 能 当 什 么 护 卫 呢 ？ 
str_npc1_payment_response|。 
str_npc2_payment_response|这 是 {reg3}泰 勒 。 
str_npc3_payment_response|。 
str_npc4_payment_response|客 气 什 么 啊 。 给 ， {reg3}泰 勒 。 
str_npc5_payment_response|这 个 钱 包 里 有 {reg3}泰 勒 。 希 望 这 笔 钱 能 换 来 你 的 忠 心 。 
str_npc6_payment_response|家 庭 必 须 是 第 一 位 。 给 ， 收 下 吧 。 
str_npc7_payment_response|当 然 。 收 下 这 些 吧 。 
str_npc8_payment_response|给 ， 多 数 几 遍 吧 。 
str_npc9_payment_response|对 于 贵 族 ， 家 谱 就 是 一 切 。 收 下 这 些 吧 。 
str_npc10_payment_response|这 是 {reg3}泰 勒 ， 但 我 认 为 你 不 值 得 再 为 她 花 钱 了 。 
str_npc11_payment_response|很 好 ， 这 是 {reg3}泰 勒 。 
str_npc12_payment_response|嗯 ， 我 期 待 你 全 心 全 意 追 随 我 。 给 ， 收 下 吧 。 
str_npc13_payment_response|人 们 说 ， 不 管 是 穷 人 还 是 犯 人 ， 都 没 人 是 安 全 的 。 给 ， 收 下 这 些 钱 。 
str_npc14_payment_response|给 ， 收 下 。 我 觉 得 这 笔 投 资 很 快 会 让 我 得 到 丰 厚 的 回 报 。 
str_npc15_payment_response|好 的 ， 收 下 吧 。 很 高 兴 你 能 加 入 我 们 。 
str_npc16_payment_response|如 果 你 需 要 ， 那 么 你 真 的 需 要 。 给 ， {reg3}泰 勒 。 
str_npc1_morality_speech|听 着 ， 孩 子 ！ 我 很 严 肃 的 警 告 你 ， 我 非 常 不 喜 欢 {s21}！ 
str_npc2_morality_speech|我 希 望 你 不 介 意 我 这 么 说 ， 我 是 真 的 不 喜 欢 {s21}。 这 不 是 一 位 贵 族 的 行 为 。 
str_npc3_morality_speech|不 可 容 忍 ！ 又 是 {s21}。 我 们 还 要 忍 受 多 久 ？ 
str_npc4_morality_speech|嘿 ， 哥 萨 克 人 ， 对 于 一 个 任 何 谢 契 居 民 来 说 ， {s21}都 是 个 耻 辱 。 下 次 你 最 好 考 虑 清 楚 再 决 定 。 
str_npc5_morality_speech|我 们 不 得 不 {s21}吗 ？ 真 意 外 。 关 心 士 兵 应 该 是 最 重 要 的 。 
str_npc6_morality_speech|你 命 令 {s21}？ 我 简 直 无 法 接 受 ！ 
str_npc7_morality_speech|啊 ， {s21}？ 我 震 惊 了 。 
str_npc8_morality_speech|啊 ， {s21}， 撒 旦 带 走 我 吧 ！ 我 的 内 脏 也 会 反 对 这 么 做 的 。 
str_npc9_morality_speech|哦 ， {s21}对 我 来 说 是 个 耻 辱 。 我 绝 对 不 会 这 样 做 。 
str_npc10_morality_speech|对 我 来 说 ， {s21}是 不 光 彩 的 。 允 许 这 事 发 生 的 指 挥 官 ， 永 远 都 无 法 得 到 我 的 信 任 。 
str_npc11_morality_speech|我 们 是 战 士 ， 我 们 不 应 该 {s21}。 否 则 ， 我 们 会 很 快 失 去 所 有 士 兵 。 
str_npc12_morality_speech|指 挥 官 ， 我 是 个 医 生 ， 我 无 法 眼 睁 睁 地 看 着 你 {s21}。 请 仁 慈 对 待 那 些 朴 实 的 人 们 ！ 
str_npc13_morality_speech|现 在 ， 听 着 ， 对 于 一 个 我 信 任 到 命 都 可 以 交 给 他 的 人 来 说 ， {s21}不 是 个 好 事 。 这 事 不 能 再 发 生 了 ！ 别 不 顾 你 的 命 运 。 
str_npc14_morality_speech|我 是 个 军 需 官 ， 我 不 能 接 受 {s21}。 以 后 别 这 样 干 了 。 
str_npc15_morality_speech|听 我 说 — — {s21}是 罪 恶 。 如 果 这 还 继 续 这 样 ， 我 就 不 知 道 我 要 干 什 么 了 … … 
str_npc16_morality_speech|主 人 ， 我 警 告 你 ， 没 什 么 比 {s21}更 能 激 怒 我 的 了 。 我 希 望 这 事 永 远 不 要 再 发 生 了 。 
str_npc1_2ary_morality_speech|又 是 {s21}！ 见 鬼 ， 不 ， 不 能 有 这 事 ！ 
str_npc2_2ary_morality_speech|你 决 定 {s21}。 如 果 这 事 还 继 续 的 话 ， 我 不 得 不 离 开 了 。 
str_npc3_2ary_morality_speech|哦 ， 哎 ， {s21}。 我 不 赞 同 这 个 。 
str_npc4_2ary_morality_speech|光 荣 与 荣 誉 是 第 一 位 的 ！ 而 你 ， 你 决 定 {s21}， 愿 你 在 地 狱 中 燃 烧 ！ 
str_npc5_2ary_morality_speech|[No secondary moral code] 
str_npc6_2ary_morality_speech|[No secondary moral code] 
str_npc7_2ary_morality_speech|我 认 为 {s21}是 不 可 接 受 的 。 如 果 还 继 续 这 样 ， 我 会 为 自 己 找 到 另 一 个 指 挥 官 。 
str_npc8_2ary_morality_speech|[No secondary moral code] 
str_npc9_2ary_morality_speech|[No secondary moral code]
str_npc10_2ary_morality_speech|[No secondary moral code]
str_npc11_2ary_morality_speech|[No secondary moral code] 
str_npc12_2ary_morality_speech|[No secondary moral code]
str_npc13_2ary_morality_speech|你 能 从 容 允 许 {s21}发 生 ？ 恐 怕 我 们 不 会 相 处 得 很 好 了 。 
str_npc14_2ary_morality_speech|[No secondary moral code]
str_npc15_2ary_morality_speech|[No secondary moral code] 
str_npc16_2ary_morality_speech|[No secondary moral code]
str_npc1_personalityclash_speech|这 都 是 什 么 啊 ， 孩 子 ！ 那 个 该 死 的 扒 手 {s11}跟 我 们 在 一 起 ， 我 就 无 法 安 宁 。 他 假 装 是 个 圣 人 ， 但 事 实 上 ， 他 就 是 个 扒 手 和 骗 子 。 
str_npc2_personalityclash_speech|我 再 也 受 不 了 了 。 那 个 被 免 了 职 的 神 父 {s11}一 直 在 偷 偷 接 近 我 。 我 不 知 道 他 在 干 什 么 ， 但 是 每 个 晚 上 他 都 会 用 白 土 画 个 圈 并 在 里 面 做 祈 祷 ， 而 且 他 还 奇 怪 地 看 着 我 。 还 有 ， 在 不 久 前 ， 他 还 想 要 用 圣 水 来 泼 我 … … 
str_npc3_personalityclash_speech|听 我 说 ， 指 挥 官 。 那 个 老 {s11}是 个 刻 毒 的 家 伙 。 他 说 我 所 有 的 行 为 都 是 极 大 的 罪 孽 。 我 不 听 完 他 的 指 责 ， 他 就 不 让 我 走 。 
str_npc4_personalityclash_speech|听 着 ， 朋 友 。 我 怀 疑 费 多 特 。 他 逃 离 莫 斯 科 的 故 事 明 显 是 捏 造 的 。 我 以 我 的 十 字 架 发 誓 ， 他 假 装 要 送 信 到 阿 斯 特 拉 罕 ， 他 其 实 是 我 们 中 的 奸 细 。 
str_npc5_personalityclash_speech|请 允 许 我 说 ， {playername}{先 生 /夫 人 }！ 我 必 须 申 明 ， 那 个 {s11}相 当 可 疑 。 他 不 喜 欢 阳 光 ， 而 喜 欢 夜 间 在 营 地 徘 徊 ， 他 行 事 很 怪 异 。 
str_npc6_personalityclash_speech|请 允 许 我 说 ！ 我 不 喜 欢 {s11}这 个 刽 子 手 。 如 果 我 没 逃 出 莫 斯 科 ， 也 许 就 落 入 他 这 种 人 手 中 … … 想 到 这 个 我 就 发 抖 。 
str_npc7_personalityclash_speech|队 长 ， 我 再 也 不 能 保 持 沉 默 了 。 我 一 天 也 不 能 容 忍 老 {s11}了 。 他 明 明 知 道 我 甚 至 连 闻 一 下 烈 酒 都 受 不 了 ， 还 是 对 着 我 的 脸 呼 酒 气 。 他 像 麦 芽 酒 桶 一 样 散 发 着 恶 臭 。 
str_npc8_personalityclash_speech|将 军 ！ 我 以 真 主 的 名 义 发 誓 ， {s11}夫 人 是 个 可 怕 的 女 人 。 她 杀 了 她 的 丈 夫 ， 而 现 在 我 觉 得 ， 她 邪 恶 的 双 眼 又 盯 上 了 我 。 
str_npc9_personalityclash_speech|{playername}！ 我 想 说 {s11}不 是 个 好 同 伴 。 他 说 我 的 家 乡 布 良 斯 克 本 来 就 是 俄 国 的 土 地 ， 然 而 任 何 受 过 一 点 教 育 的 人 都 知 道 ， 它 一 直 都 是 立 陶 宛 的 一 部 分 ！ 
str_npc10_personalityclash_speech|抱 歉 ， 请 问 我 还 要 忍 那 个 粗 鲁 的 瑞 典 人 多 久 啊 ？ {s11}不 配 做 我 的 同 伴 ， 他 只 是 个 仆 人 。 你 要 是 叫 他 帮 个 小 忙 ， 他 就 会 像 只 孔 雀 一 样 地 盛 气 凌 人 ！ 
str_npc11_personalityclash_speech|那 小 子 正 在 逼 我 发 疯 ！ 是 的 ， 就 是 那 个 叶 利 谢 伊 。 他 没 有 哪 一 天 不 来 烦 我 ， 总 是 碍 手 碍 脚 的 。 
str_npc12_personalityclash_speech|好 心 的 指 挥 官 ， 我 曾 试 图 克 制 我 自 己 ， 但 是 {s11}把 我 逼 得 绝 望 了 。 在 他 的 眼 中 ， 我 只 是 个 贱 民 ， 一 个 连 抬 眼 瞧 他 的 权 利 都 没 有 的 奴 隶 。 
str_npc13_personalityclash_speech|如 果 {s11}不 能 停 止 像 看 某 个 酒 馆 妓 女 一 样 地 看 我 ， 我 就 会 对 他 念 一 些 不 吉 利 的 咒 语 ， 你 知 道 我 一 定 会 的 。 
str_npc14_personalityclash_speech|{先 生 /夫 人 }， 我 讨 厌 那 个 贵 族 ， 他 说 我 是 路 上 的 一 滩 烂 泥 巴 ， 或 者 是 粘 在 他 那 高 贵 死 了 的 靴 子 上 的 某 个 东 西 。 是 的 ， 我 说 的 就 是 阿 尔 吉 尔 达 斯 。 我 是 个 军 需 官 ， 不 是 某 个 女 农 奴 ！ 
str_npc15_personalityclash_speech|请 原 谅 我 这 个 可 怜 的 寡 妇 ， 我 必 须 说 。 请 告 诉 我 ， 你 为 什 么 要 让 我 们 的 队 伍 带 着 一 个 吸 血 鬼 呢 ？ 当 然 ， 我 说 的 就 是 {s11}— — 还 能 是 谁 呢 ？ 他 就 像 我 外 婆 的 童 话 故 事 里 讲 的 一 样 。 
str_npc16_personalityclash_speech|哦 ， 主 人 ！ 我 什 么 都 能 忍 ， 但 是 这 事 我 忍 不 了 ， 队 伍 里 有 女 巫 。 我 不 喜 欢 那 个 {s11}的 萨 满 把 戏 — — 一 点 儿 也 不 喜 欢 。 
str_npc1_personalityclash_speech_b|如 果 那 个 {s11}再 一 次 试 图 对 我 布 道 的 话 ， 我 发 誓 ， 跟 任 何 上 流 人 士 应 有 的 做 法 一 样 ， 我 会 把 他 打 个 鼻 青 脸 肿 ！ 
str_npc2_personalityclash_speech_b|我 尊 重 宗 教 上 的 看 法 ， 但 是 这 已 经 变 得 荒 谬 了 ！ 
str_npc3_personalityclash_speech_b|他 对 我 开 下 流 的 玩 笑 ， 来 逗 那 些 小 兵 们 发 笑 。 我 再 也 忍 受 不 了 这 个 了 。 
str_npc4_personalityclash_speech_b|我 确 定 他 是 奸 细 。 你 还 能 忍 受 他 的 存 在 吗 ？ 你 将 不 得 不 选 择 ： 他 还 是 我 ！ 
str_npc5_personalityclash_speech_b|有 一 次 我 醒 来 ， 我 看 到 了 他 苍 白 的 脸 和 牙 齿 正 对 着 我 。 我 不 喜 欢 和 一 个 吸 血 鬼 站 在 同 一 面 旗 帜 下 。 
str_npc6_personalityclash_speech_b|和 这 个 怪 物 并 肩 而 行 ， 一 天 比 一 天 可 怕 。 我 不 是 胆 小 的 人 ， 但 总 有 个 刽 子 手 在 我 背 后 ， 真 的 很 难 受 。 
str_npc7_personalityclash_speech_b|他 总 是 高 声 歌 颂 波 兰 ， 并 说 沙 皇 的 统 帅 们 是 懦 夫 和 强 盗 。 我 简 直 忍 无 可 忍 ！ 
str_npc8_personalityclash_speech_b|她 为 什 么 会 盯 上 我 呢 ？ 是 因 为 我 说 了 什 么 呢 ？ 其 实 ， 我 当 时 只 是 恭 维 了 一 下 她 而 已 。 我 说 ， 在 我 的 妻 妾 中 ， 她 可 以 成 为 第 三 房 ， 甚 至 是 第 二 房 ！ 然 后 她 就 盯 上 我 了 。 这 些 俄 国 女 人 怎 么 这 样 啊 ？ 
str_npc9_personalityclash_speech_b|如 果 他 坚 持 这 样 ， 那 么 这 事 肯 定 会 以 决 斗 来 结 束 。 
str_npc10_personalityclash_speech_b|纪 律 是 靠 严 格 的 等 级 关 系 来 保 持 的 。 请 原 谅 ， 我 不 喜 欢 放 肆 之 举 。 
str_npc11_personalityclash_speech_b|更 糟 糕 的 是 ， 在 战 斗 中 ， 他 不 断 地 对 我 喊 叫 ， 告 诉 我 我 应 该 怎 么 做 。 就 因 为 他 ， 本 该 属 于 我 的 那 些 “ 受 缚 者 ” 们 ， 也 就 是 那 些 俘 虏 们 ， 我 都 没 抓 住 ！ 教 训 一 下 他 吧 ， 米 儿 咱 ， 要 不 ， 我 亲 自 来 。 
str_npc12_personalityclash_speech_b|我 跟 他 一 样 ， 都 是 队 伍 中 的 一 员 ！ 哦 ， 他 是 什 么 贵 族 啊 ， 连 一 小 块 地 都 没 有 。 我 再 也 受 不 了 这 种 侮 辱 了 ！ 
str_npc13_personalityclash_speech_b|我 是 个 正 经 女 孩 ， 我 不 能 忍 受 别 人 的 无 礼 。 
str_npc14_personalityclash_speech_b|如 果 他 再 次 把 外 套 扔 给 我 ， 并 从 牙 缝 里 嘀 咕 道 “ 明 早 之 前 必 须 洗 干 净 ” ， 那 我 只 有 另 谋 出 路 了 。 
str_npc15_personalityclash_speech_b|也 许 他 是 个 好 战 士 ， 但 是 那 又 怎 么 样 呢 ？ 当 他 在 夜 间 徘 徊 ， 我 心 中 就 充 满 了 恐 惧 。 不 是 我 一 个 人 有 这 样 的 感 受 … … 你 得 决 定 … … 
str_npc16_personalityclash_speech_b|不 久 前 ， 她 用 一 个 幸 运 符 亵 渎 我 。 我 是 穆 斯 林 ！ 安 拉 诅 咒 异 教 徒 们 都 去 死 … … 
str_npc1_personalityclash2_speech|队 伍 里 有 一 个 爱 捣 乱 的 哥 萨 克 人 。 你 知 道 我 说 的 是 谁 — — 马 麦 。 他 惹 得 麻 烦 是 他 做 的 贡 献 的 一 百 倍 都 不 止 。 如 果 他 继 续 和 我 们 在 一 起 ， 那 我 就 不 得 不 跟 你 说 再 见 了 ， 孩 子 。 
str_npc2_personalityclash2_speech|也 许 轮 不 着 我 说 话 ， 但 是 那 个 {s11}真 地 是 个 女 巫 。 在 月 光 明 亮 的 晚 上 ， 我 在 墓 地 见 到 了 她 。 她 当 时 正 在 采 集 一 些 植 物 的 根 。 我 想 都 不 敢 想 她 会 拿 它 们 来 酿 造 什 么 … … 
str_npc3_personalityclash2_speech|纯 洁 的 圣 母 玛 利 亚 为 我 作 证 ， 那 个 哥 萨 克 人 {s11}真 的 是 魔 鬼 生 的 ！ 我 这 么 说 ， 并 不 完 全 是 由 于 他 对 我 们 这 些 正 直 的 天 主 教 徒 的 敌 意 。 我 见 过 酒 鬼 ， 但 从 没 见 过 这 样 的 ， 早 晨 喝 了 整 整 一 瓶 伏 特 加 ， 然 后 在 营 地 附 近 徘 徊 ， 到 处 找 人 打 架 … … 是 啊 ， 这 是 我 这 辈 子 第 一 次 见 到 呢 。 
str_npc4_personalityclash2_speech|我 不 明 白 ， 嗯 — — 那 个 {s11}从 不 怎 么 喝 伏 特 加 酒 ！ 他 究 竟 是 怎 样 的 一 个 骑 士 啊 ？ 
str_npc5_personalityclash2_speech|指 挥 官 ， 请 原 谅 我 的 直 白 — — 那 个 立 陶 宛 暴 发 户 {s11}让 我 不 得 安 宁 。 他 把 自 己 当 成 是 一 个 官 员 ， 并 要 求 我 当 他 的 仆 人 。 
str_npc6_personalityclash2_speech|你 知 道 吗 ， {先 生 /夫 人 }？ ！ 我 是 个 老 实 的 人 ， 我 会 很 坦 率 的 。 我 们 不 应 该 带 着 那 个 女 巫 。 我 们 不 需 要 {s11}的 药 剂 、 咒 语 和 魔 法 。 
str_npc7_personalityclash2_speech|队 长 ， 听 我 说 。 {s11}让 我 如 同 生 活 在 地 狱 一 般 。 她 开 始 对 我 很 好 ， 然 后 她 把 我 叫 作 孩 子 ， 并 试 图 在 晚 上 钻 进 我 的 帐 篷 。 
str_npc8_personalityclash2_speech|又 有 件 事 ， {playername}将 军 ！ 你 的 护 卫 {s11}从 第 一 天 起 就 表 示 不 喜 欢 我 。 我 一 直 在 预 测 她 可 能 会 对 我 做 什 么 卑 鄙 的 事 。 
str_npc9_personalityclash2_speech|那 海 ！ 他 占 据 了 我 鼻 子 底 下 的 最 佳 位 置 ， 还 不 向 我 道 歉 ！ 如 果 这 个 鞑 靼 人 学 不 会 像 一 个 文 明 人 一 样 行 事 ， 我 就 去 给 他 上 一 课 ！ 
str_npc10_personalityclash2_speech|{s11}是 个 危 险 的 家 伙 。 他 如 果 是 个 好 医 生 ， 那 我 就 是 耶 路 撒 冷 的 主 教 了 。 他 在 我 们 的 队 伍 里 到 底 是 干 吗 的 啊 ？ 
str_npc11_personalityclash2_speech|{s11}是 格 莱 伊 家 的 密 探 ！ 她 是 被 派 来 刺 杀 我 的 ， 肯 定 是 。 
str_npc12_personalityclash2_speech|如 果 没 有 {s11}， 我 就 会 很 满 足 ， 而 且 不 会 再 抱 怨 。 那 个 丑 陋 老 太 婆 讨 厌 我 。 她 抱 怨 说 ， 我 让 她 想 起 了 她 的 亡 夫 … … 
str_npc13_personalityclash2_speech|我 能 忍 耐 ， 但 是 我 的 忍 耐 是 有 限 度 的 。 那 个 {s11}显 然 把 我 误 认 成 了 那 个 厚 颜 无 耻 把 他 玩 弄 于 股 掌 间 的 女 士 。 他 的 殷 勤 和 谄 媚 是 对 我 的 冒 犯 。 
str_npc14_personalityclash2_speech|跟 我 说 实 话 ， 你 为 什 么 要 把 那 个 庸 医 留 在 队 伍 里 呢 ？ {s11}是 个 骗 子 ， 他 一 无 是 处 。 他 调 的 药 害 得 我 肚 子 疼 ， 如 果 他 再 次 把 那 些 恶 心 的 水 蛭 给 我 看 ， 我 就 立 马 把 这 些 水 蛭 塞 进 他 嘴 里 … … 
str_npc15_personalityclash2_speech|我 再 也 不 能 忍 受 那 个 异 教 徒 商 人 {s11}了 ， 他 又 买 了 发 臭 的 肉 和 枯 萎 的 蔬 菜 。 我 该 怎 样 用 这 些 来 做 午 餐 啊 ？ 
str_npc16_personalityclash2_speech|{s11}是 个 暴 发 户 ， 他 认 为 诺 盖 可 以 独 立 。 这 想 法 太 疯 狂 了 ， 相 信 我 ， 他 只 会 给 我 们 带 来 麻 烦 。 
str_npc1_personalityclash2_speech_b|他 总 是 像 牛 喝 水 一 样 地 狂 饮 伏 特 加 酒 ， 并 且 他 脑 子 里 一 直 都 在 想 他 该 去 抢 劫 谁 … … 
str_npc2_personalityclash2_speech_b|也 许 你 想 要 问 我 大 半 夜 里 在 墓 地 干 什 么 ？ 我 只 是 路 过 。 注 意 ， 如 果 你 继 续 留 着 一 名 女 巫 在 这 团 队 里 的 话 ， 我 就 不 得 不 离 开 你 的 队 伍 。 
str_npc3_personalityclash2_speech_b|在 上 一 场 战 斗 中 ， 他 差 点 杀 了 我 ， 他 误 认 为 我 是 敌 人 了 。 还 有 ， 他 对 我 喊 叫 ： “ 该 死 的 分 裂 教 会 者 ！ ” 我 来 自 古 老 的 斯 帕 索 库 科 茨 基 氏 贵 族 家 族 ， 我 受 不 了 某 个 农 奴 对 我 的 嘲 弄 。 
str_npc4_personalityclash2_speech_b|请 原 谅 ， 如 果 那 些 小 伙 子 们 看 见 了 我 和 那 个 奶 油 小 生 在 同 一 支 团 队 ， 我 会 被 整 个 谢 契 嘲 笑 的 。 
str_npc5_personalityclash2_speech_b|我 是 个 瑞 典 自 由 骑 士 ， 我 只 回 答 付 我 薪 水 的 人 。 我 可 以 出 卖 我 的 武 艺 ， 但 是 不 会 出 卖 我 的 荣 誉 。 如 果 这 事 还 继 续 的 话 ， 我 将 不 得 不 与 你 分 离 。 
str_npc6_personalityclash2_speech_b|昨 天 ， 她 给 了 每 个 人 一 剂 “ 抗 弹 药 水 ” 。 我 没 喝 那 玩 意 ， 而 是 去 附 近 的 一 座 教 堂 点 了 一 根 蜡 烛 。 如 果 这 事 还 继 续 的 话 ， 恐 怕 我 会 把 蜡 烛 都 用 光 的 。 
str_npc7_personalityclash2_speech_b|几 天 前 ， 由 于 某 个 理 由 ， 她 把 我 搞 烦 了 。 她 说 我 是 感 觉 迟 钝 的 笨 蛋 和 不 领 情 的 傻 瓜 。 如 果 以 后 还 有 几 个 晚 上 会 像 这 样 的 话 ， 我 就 会 去 寻 找 新 同 伴 了 。 
str_npc8_personalityclash2_speech_b|我 的 上 一 份 工 作 不 被 人 尊 敬 ， 而 她 随 时 都 可 能 像 杀 羊 一 样 地 砍 死 我 ！ 
str_npc9_personalityclash2_speech_b|更 糟 的 是 ， 在 战 斗 时 ， 他 想 的 只 是 抓 俘 虏 ， 而 不 是 他 的 任 务 。 你 只 会 听 到 他 说 “ 受 缚 者 ， 受 缚 者 ” 。 他 会 把 我 们 的 团 队 变 成 一 个 完 完 全 全 的 游 牧 部 落 。 
str_npc10_personalityclash2_speech_b|盯 紧 他 ， 不 然 我 也 许 就 会 离 开 你 的 团 队 。 
str_npc11_personalityclash2_speech_b|她 最 好 和 我 保 持 距 离 ， 不 然 你 就 不 得 不 做 出 选 择 — — 她 还 是 我 ！ 
str_npc12_personalityclash2_speech_b|当 她 拿 起 武 器 ， 我 的 脊 梁 骨 就 发 凉 。 这 几 天 我 一 直 都 在 担 心 这 个 。 
str_npc13_personalityclash2_speech_b|如 果 他 认 为 ， 在 他 讲 下 流 笑 话 时 ， 一 个 单 身 女 孩 会 保 持 沉 默 — — 那 么 ， 他 就 大 错 特 错 了 。 
str_npc14_personalityclash2_speech_b|如 果 我 是 你 ， {先 生 /夫 人 }， 我 早 就 把 他 赶 走 了 。 我 希 望 你 马 上 就 这 么 做 ， 不 然 我 就 另 谋 出 路 了 。 
