str_no_string|NO STRING!
str_npc14_backstory_c|我 在 尋 找 一 個 能 欣 賞 我 真 正 的 價 值 的 指 揮 官 。 
str_npc15_backstory_c|哦 ， 之 後 麻 煩 就 來 了 ！ 衛 兵 們 要 抓 我 歸 案 。 我 當 時 好 像 瘋 了 一 樣 ， 我 抓 起 了 一 名 衛 兵 身 上 的 長 柄 斧 ， 對 著 他 們 的 脖 子 猛 砍 ， 我 把 他 們 全 部 趕 進 了 沃 爾 霍 夫 河 裡 。 之 後 我 逃 到 了 我 妹 妹 家 … … 她 曾 經 就 住 在 這 裡 ， 可 是 在 一 周 前 ， 她 去 世 了 。 
str_npc16_backstory_c|他 們 肯 定 忘 了 他 們 是 在 跟 誰 打 交 道 。 在 第 二 天 晚 上 ， 我 宰 了 所 有 衛 兵 ， 夜 黑 風 高 我 就 跑 了 。 
str_npc1_backstory_later|我 雖 然 頭 也 白 了 ， 人 也 老 了 ， 但 我 仍 然 充 滿 力 量 。 你 必 須 帶 上 我 ， 真 的 ， 必 須 的 ！ 
str_npc2_backstory_later|我 是 貴 族 出 身 ， 我 有 許 多 戰 爭 經 驗 。 我 在 貧 困 時 ， 做 過 許 多 工 作 — — 商 隊 保 鏢 、 貴 族 家 的 守 夜 人 — — 我 還 曾 用 紙 牌 賭 博 來 糊 口 。 也 許 你 需 要 一 名 同 伴 ？ 
str_npc3_backstory_later|就 這 樣 ， 我 追 隨 命 運 ， 流 浪 到 了 這 裡 … … 
str_npc4_backstory_later|我 在 尋 找 一 些 勇 敢 的 小 伙 子 ， 一 起 給 波 蘭 人 們 一 個 教 訓 … … 
str_npc5_backstory_later|你 的 隊 伍 需 不 需 要 一 名 資 深 的 自 由 騎 士 ？ 
str_npc6_backstory_later|我 在 尋 找 同 伴 。 
str_npc7_backstory_later|我 已 無 家 可 歸 ， 所 以 要 找 點 活 干 。 
str_npc8_backstory_later|退 役 的 劊 子 手 會 有 許 多 敵 人 。 我 沒 法 向 死 者 的 家 屬 們 解 釋 殺 人 只 是 我 的 工 作 而 已 。 有 這 樣 的 名 聲 ， 能 找 到 新 工 作 麼 — — 哈 哈 ！ 如 果 你 需 要 一 個 非 常 精 通 斧 頭 和 絞 索 的 人 ， 我 樂 意 為 你 效 勞 。 
str_npc9_backstory_later|我 准 備 追 隨 一 個 為 正 義 事 業 而 戰 的 人 。 
str_npc10_backstory_later|我 呆 在 這 裡 ， 已 經 好 幾 天 了 ， 我 花 掉 我 最 後 一 點 積 蓄 。 
str_npc11_backstory_later|我 一 生 做 過 許 多 事 情 。 很 難 得 會 有 哪 個 指 揮 官 能 帶 上 我 這 樣 的 一 個 老 頭 — — 在 戰 場 上 我 一 人 能 頂 十 二 個 。 
str_npc12_backstory_later|我 在 尋 找 一 名 可 信 的 保 護 人 — — 他 的 任 何 疾 病 我 都 能 治 。 
str_npc13_backstory_later|現 在 我 沒 有 住 處 ， 靠 在 路 上 算 命 勉 強 過 活 。 在 偏 僻 的 路 上 流 浪 ， 對 一 個 年 輕 女 孩 來 說 可 不 是 個 好 事 。 
str_npc14_backstory_later|{先 生 /夫 人 }， 也 許 你 需 要 一 名 有 些 經 驗 的 軍 需 官 ？ 當 貨 車 裝 滿 了 給 養 品 ， 木 桶 裝 滿 了 優 質 的 火 藥 ， 而 且 在 休 息 時 間 還 有 一 瓶 上 好 的 葡 萄 酒 可 以 喝 — — 嗯 ， 那 麼 這 場 仗 就 會 打 得 很 輕 松 。 相 信 我 吧 。 
str_npc15_backstory_later|現 在 呆 在 這 裡 ， 想 著 我 該 去 哪 裡 。 
str_npc16_backstory_later|我 現 在 正 在 尋 找 一 名 可 信 賴 的 護 衛 。 
str_npc1_backstory_response_1|我 一 直 以 來 都 夢 想 著 有 一 位 著 名 的 勇 士 來 指 導 我 。 
str_npc2_backstory_response_1|嗯 ， 在 我 的 隊 伍 中 ， 能 干 的 人 絕 對 不 會 被 忽 視 。 
str_npc3_backstory_response_1|一 個 神 父 ， 尤 其 是 一 個 被 免 了 職 的 神 父 ， 在 我 的 隊 伍 裡 肯 定 很 受 歡 迎 。 
str_npc4_backstory_response_1|跟 我 走 吧 ， 我 不 能 承 諾 給 你 輕 松 的 生 活 ， 我 只 能 承 諾 給 你 伏 特 加 酒 和 其 他 戰 利 品 。 
str_npc5_backstory_response_1|一 個 在 托 爾 斯 滕 松 麾 下 戰 斗 過 的 士 兵 的 肯 定 能 對 我 有 幫 助 … … 
str_npc6_backstory_response_1|跟 著 我 吧 ， 我 不 能 承 諾 給 你 有 角 的 馬 ， 我 只 能 承 諾 會 給 你 有 大 量 別 的 獵 物 。 
str_npc7_backstory_response_1|一 個 不 好 酒 的 士 兵 ？ 嗯 ， 我 就 需 要 你 這 種 人 。 
str_npc8_backstory_response_1|嗯 ， 我 的 隊 伍 真 的 需 要 優 秀 的 武 士 … … 
str_npc9_backstory_response_1|嗯 ， 如 果 這 樣 的 話 — — 歡 迎 你 加 入 我 的 隊 伍 。 
str_npc10_backstory_response_1|你 也 許 想 加 入 我 ？ 
str_npc11_backstory_response_1|如 果 你 願 意 與 我 並 騎 而 行 ， 我 會 欣 然 接 受 你 加 入 我 的 隊 伍 。 
str_npc12_backstory_response_1|恩 ， 我 的 隊 伍 確 實 需 要 一 名 醫 生 ， 歡 迎 你 加 入 。 
str_npc13_backstory_response_1|也 許 你 想 在 我 的 麾 下 證 明 你 的 本 領 ？ 
str_npc14_backstory_response_1|嗯 ， 在 我 的 隊 伍 ， 你 會 被 重 用 的 。 
str_npc15_backstory_response_1|那 麼 說 你 用 一 根 擀 面 杖 敲 碎 了 你 丈 夫 的 天 靈 蓋 ， 還 用 一 根 戟 擊 退 了 三 名 衛 兵 ？ 
str_npc16_backstory_response_1|嗯 ， 在 我 的 隊 伍 ， 你 會 被 重 用 的 。 
str_npc1_backstory_response_2|我 接 受 你 ， 但 不 是 現 在 。 請 等 一 小 會 兒 。 
str_npc2_backstory_response_2|我 沒 在 找 同 伴 。 
str_npc3_backstory_response_2|不 用 給 我 祈 禱 了 ， 聽 你 說 話 我 就 飽 了 。 
str_npc4_backstory_response_2|我 認 為 ， 你 這 麼 著 名 的 勇 士 不 會 接 受 我 為 指 揮 官 。 
str_npc5_backstory_response_2|你 應 該 回 到 瑞 典 軍 隊 。 我 們 道 不 同 不 相 為 謀 。 
str_npc6_backstory_response_2|這 故 事 太 感 人 了 ， 但 這 故 事 我 以 前 似 乎 聽 過 。 再 見 了 ！ 
str_npc7_backstory_response_2|哥 薩 克 人 說 ： 「 人 長 得 瘦 ， 不 是 病 人 ， 就 是 窮 人 。 」 所 以 我 希 望 你 明 白 … … 
str_npc8_backstory_response_2|抱 歉 ， 我 不 需 要 劊 子 手 ， 你 另 謀 出 路 吧 。 
str_npc9_backstory_response_2|每 個 人 對 什 麼 是 「 正 義 事 業 」 都 有 自 己 的 判 斷 。 我 相 信 我 不 是 你 最 好 的 同 伴 。 
str_npc10_backstory_response_2|我 勸 你 還 是 回 去 當 兵 吧 。 
str_npc11_backstory_response_2|也 許 你 應 該 為 你 自 己 找 到 一 個 新 的 部 落 ， 然 後 … … 
str_npc12_backstory_response_2|哦 ， 不 ， 朋 友 ！ 你 也 許 也 會 毒 死 我 的 ！ 
str_npc13_backstory_response_2|我 一 直 這 麼 認 為 ， 巫 師 都 是 騙 子 。 在 我 看 來 ， 你 得 到 了 你 應 有 的 下 場 。 
str_npc14_backstory_response_2|恐 怕 我 沒 有 足 夠 的 錢 來 買 你 說 的 那 些 好 東 西 。 所 以 我 的 回 答 必 須 是 「 不 」 。 
str_npc15_backstory_response_2|哎 喲 ， 喲 ， 我 非 常 同 情 任 何 與 你 有 關 的 人 。 
str_npc16_backstory_response_2|似 乎 你 的 麻 煩 程 度 遠 遠 超 過 了 你 的 價 值 。 
str_npc1_signup|那 太 棒 了 。 我 們 先 吃 飯 ， 之 後 就 上 路 ！ 
str_npc2_signup|請 原 諒 ， 我 不 能 陪 你 進 餐 。 我 已 經 吃 過 晚 飯 了 ， 晚 飯 後 ， 我 是 從 來 不 吃 東 西 的 。 
str_npc3_signup|我 接 受 這 個 提 議 ， 我 的 孩 子 ！ 我 向 和 藹 的 聖 母 瑪 利 亞 發 誓 ， 你 不 會 後 悔 的 。 
str_npc4_signup|很 好 ， 如 你 所 願 。 
str_npc5_signup|很 好 ， 你 要 知 道 ， 我 不 只 是 個 優 秀 的 射 手 和 長 槍 兵 … … 我 還 很 會 管 理 俘 虜 ， 也 能 幫 忙 收 集 戰 利 品 。 
str_npc6_signup|我 無 處 可 去 。 幾 乎 沒 人 敢 雇 傭 一 名 神 射 手 逃 兵 。 我 非 常 想 跟 隨 你 。 你 要 知 道 ， 我 可 以 一 箭 擊 中 一 只 松 鼠 的 眼 睛 ， 我 還 可 以 獲 悉 行 蹤 ， 別 人 做 不 到 的 。 
str_npc7_signup|謝 謝 你 ， {先 生 /夫 人 }。 這 是 個 喝 一 兩 杯 淡 啤 酒 的 好 理 由 … … 
str_npc8_signup|安 拉 是 仁 慈 的 ， 他 為 我 送 來 了 一 位 好 心 的 主 人 。 順 便 說 下 ， 吃 一 頓 美 味 的 午 餐 會 很 不 錯 。 當 然 ， 不 要 豬 肉 ！ 
str_npc9_signup|謝 謝 。 我 曾 經 領 導 過 騎 兵 大 隊 上 戰 場 ， 而 且 在 戰 斗 中 ， 我 能 成 為 你 的 左 臂 右 膀 。 我 揮 舞 長 槍 的 技 術 無 人 能 及 ！ 
str_npc10_signup|當 然 ！ 我 發 誓 ， 你 不 會 後 悔 的 。 我 會 日 日 夜 夜 訓 練 你 的 士 兵 ！ 我 會 讓 他 們 成 為 真 正 的 勇 士 ！ 
str_npc11_signup|我 出 生 在 馬 鞍 上 ， 我 也 是 個 刀 劍 大 師 ， 在 草 原 上 ， 我 能 風 馳 電 掣 。 
str_npc12_signup|我 非 常 感 激 。 我 不 僅 會 治 療 發 燒 和 使 用 水 蛭 。 我 還 會 包 扎 傷 口 ！ 
str_npc13_signup|你 讓 我 加 入 你 們 並 給 我 一 個 職 位 ？ 很 好 ， 我 接 受 。 
str_npc14_signup|很 好 ， 我 同 意 追 隨 你 。 我 會 著 手 負 責 買 賣 — — 我 不 僅 善 於 交 易 ， 還 會 使 用 刀 劍 。 我 確 信 你 知 道 ， 貨 車 經 常 需 要 保 護 … … 
str_npc15_signup|我 冷 靜 時 侯 ， 我 可 能 膽 小 如 鼠 。 但 我 要 是 發 怒 了 ， 我 能 徒 手 打 爆 任 何 人 的 頭 。 帶 上 我 吧 ， {先 生 /夫 人 }， 我 還 會 做 餡 餅 ！ 
str_npc16_signup|我 願 意 追 隨 你 ， 哪 怕 是 到 魔 王 的 嘴 巴 裡 去 。 我 能 嫻 熟 使 用 小 刀 ， 我 也 是 個 優 秀 的 射 手 。 
str_npc1_signup_2|你 只 需 記 住 這 一 點 ： 在 任 何 時 候 ， 士 兵 們 都 必 須 被 喂 得 飽 飽 的 ， 還 得 付 足 夠 的 餉 。 
str_npc2_signup_2|我 精 通 劍 術 ， 而 且 我 長 期 研 究 過 戰 術 。 還 有 ， 在 有 人 患 病 時 ， 我 能 做 放 血 療 法 。 
str_npc3_signup_2|我 的 本 事 並 非 只 限 於 教 堂 服 務 。 我 很 善 於 揮 舞 長 槍 ， 而 且 ， 只 要 你 需 要 說 服 某 人 ， 我 都 能 替 你 做 到 ， 哪 怕 他 是 個 死 人 。 不 過 ， 我 討 厭 懦 夫 … … 
str_npc4_signup_2|你 只 需 記 住 這 一 點 ： 從 我 被 俘 起 ， 我 就 接 受 不 了 在 戰 場 上 逃 跑 的 指 揮 官 了 。 
str_npc5_signup_2|你 只 需 記 住 這 一 點 ： 在 瑞 典 軍 隊 ， 我 們 習 慣 有 規 律 地 就 餐 和 及 時 領 餉 。 還 有 ， 我 也 不 會 與 我 自 己 的 國 家 作 對 ， 我 真 的 希 望 你 能 明 白 。 
str_npc6_signup_2|我 希 望 你 是 個 誠 實 的 勇 士 ， 而 不 像 某 個 流 氓 。 我 見 識 過 許 多 流 氓 ， 我 不 能 容 忍 有 無 辜 的 人 被 傷 害 。 
str_npc7_signup_2|你 只 需 記 住 這 一 點 ： 我 最 不 能 忍 受 我 的 指 揮 官 讓 我 丟 臉 。 
str_npc8_signup_2|是 的 ， 及 時 吃 飯 ， 是 保 障 忠 誠 的 最 佳 方 式 。 還 有 ， 我 必 須 和 所 有 女 人 保 持 距 離 … … 她 們 都 是 不 敬 神 的 家 伙 ！ 
str_npc9_signup_2|只 要 我 們 的 隊 伍 能 保 持 住 騎 士 榮 譽 ， 我 就 滿 足 了 。 立 陶 宛 貴 族 最 看 重 的 就 是 榮 譽 ， 即 便 是 個 身 無 分 文 的 貴 族 。 
str_npc10_signup_2|所 以 ， 只 要 我 們 的 隊 伍 團 結 而 強 大 ， 我 就 會 跟 隨 你 。 我 最 受 不 了 糟 糕 的 管 理 — — 或 者 不 及 時 發 餉 ！ 
str_npc11_signup_2|你 只 需 記 住 ， 我 們 最 好 不 要 遇 到 任 何 克 裡 米 亞 人 。 
str_npc12_signup_2|你 只 需 注 意 這 一 點 … … 我 是 善 良 人 ， 我 最 受 不 了 那 些 靠 搶 劫 平 民 來 發 財 的 主 … … 
str_npc13_signup_2|我 的 職 業 禁 止 我 殺 人 — — 除 非 是 為 了 自 衛 。 當 然 ， 在 所 有 的 和 平 事 務 中 ， 我 是 絕 對 有 用 的 。 
str_npc14_signup_2|最 好 這 裡 沒 有 別 的 女 人 ； 不 然 ， 生 活 中 就 會 口 角 不 斷 。 
str_npc15_signup_2|無 論 何 時 ， 你 需 要 干 什 麼 家 務 活 ， 就 叫 我 吧 。 
str_npc16_signup_2|我 最 不 能 忍 受 就 是 懦 弱 和 恥 辱 。 
str_npc1_signup_response_1|我 從 不 克 扣 給 養 ， 老 人 家 。 別 擔 心 。 
str_npc2_signup_response_1|那 好 ， 歡 迎 你 加 入 。 
str_npc3_signup_response_1|希 望 你 的 巧 舌 會 對 我 們 有 用 。 
str_npc4_signup_response_1|我 同 意 。 我 們 干 杯 吧 — — 我 付 錢 ！ 還 有 ， 趕 緊 收 拾 一 下 ， 我 們 馬 上 出 發 。 
str_npc5_signup_response_1|很 好 ， 准 備 出 發 吧 ， 自 由 騎 士 。 讓 我 看 看 你 的 能 耐 。 
str_npc6_signup_response_1|我 正 需 要 你 這 種 人 。 吃 完 飯 ， 我 們 就 出 發 。 
str_npc7_signup_response_1|就 喝 淡 啤 酒 吧 ， 年 輕 人 ， 別 為 難 。 
str_npc8_signup_response_1|做 好 你 分 內 的 事 ， 別 擔 心 你 的 膳 食 。 
str_npc9_signup_response_1|我 很 高 興 ， 我 們 能 心 心 相 通 。 
str_npc10_signup_response_1|我 很 需 要 你 這 樣 一 名 幫 手 ！ 
str_npc11_signup_response_1|嗯 ， 那 海 ， 做 好 准 備 ， 你 被 征 募 了 。 
str_npc12_signup_response_1|我 一 直 都 遵 循 這 個 准 則 。 好 吧 ， 准 備 上 路 了 。 
str_npc13_signup_response_1|我 希 望 你 能 給 我 們 帶 來 一 些 運 氣 。 
str_npc14_signup_response_1|我 認 為 你 會 和 我 的 同 伴 們 好 好 相 處 的 ， 准 備 一 下 ， 我 們 要 出 發 了 。 
str_npc15_signup_response_1|你 說 餡 餅 ？ 我 覺 得 你 在 戰 場 上 也 許 比 在 廚 房 裡 更 有 用 。 
str_npc16_signup_response_1|嗯 ， 准 備 一 下 ， 我 們 要 出 發 了 。 
str_npc1_signup_response_2|戰 爭 常 常 讓 我 們 勒 緊 褲 腰 帶 。 所 以 ， 很 抱 歉 … … 
str_npc2_signup_response_2|和 德 拉 庫 拉 的 後 代 一 起 旅 行 ？ 不 ， 多 謝 了 。 
str_npc3_signup_response_2|如 果 你 想 加 入 一 支 軍 隊 ， 你 就 應 該 脫 下 長 袍 ， 取 下 十 字 架 ， 再 穿 上 胸 甲 。 當 你 下 定 決 心 ， 我 們 再 談 。 
str_npc4_signup_response_2|雖 然 你 輸 掉 了 那 一 場 戰 斗 ， 但 是 你 還 是 能 贏 得 戰 爭 。 我 要 去 尋 找 另 一 個 同 伴 了 。 
str_npc5_signup_response_2|你 一 定 錯 了 ， 自 由 騎 士 。 我 指 揮 的 可 不 是 皇 家 軍 團 。 
str_npc6_signup_response_2|在 戰 爭 中 ， 劫 掠 和 殺 敵 的 界 線 經 常 是 模 糊 不 清 的 。 我 們 最 好 現 在 就 分 開 。 
str_npc7_signup_response_2|道 德 型 節 制 者 ？ 我 們 不 會 把 時 間 用 在 向 上 帝 祈 禱 。 我 們 是 靠 打 仗 為 生 的 。 
str_npc8_signup_response_2|憎 恨 婦 女 、 劊 子 手 ， 而 且 是 個 貪 吃 鬼 … … 恐 怕 我 們 必 須 分 道 揚 鑣 。 
str_npc9_signup_response_2|我 認 為 ， 你 也 許 不 能 和 我 的 部 下 們 相 處 得 很 和 睦 。 再 見 ！ 
str_npc10_signup_response_2|恐 怕 你 這 樣 的 魔 鬼 只 會 嚇 跑 我 的 士 兵 。 
str_npc11_signup_response_2|有 你 在 我 身 邊 是 很 危 險 的 ， 我 可 不 想 找 韃 靼 人 的 麻 煩 。 
str_npc12_signup_response_2|不 劫 掠 那 些 賤 民 ， 那 麼 他 們 存 在 的 意 義 何 在 ？ 不 ， 我 不 希 望 部 下 中 有 人 跟 我 不 是 一 條 心 。 
str_npc13_signup_response_2|隊 伍 裡 有 個 和 平 主 義 者 可 是 比 一 支 胸 甲 騎 兵 團 還 要 危 險 。 
str_npc14_signup_response_2|我 才 不 要 呢 。 我 不 需 要 一 個 賊 似 的 憎 恨 女 人 的 女 人 。 
str_npc15_signup_response_2|從 前 在 法 國 ， 有 個 女 戰 士 叫 聖 女 貞 德 。 她 的 結 局 很 不 幸 … … 
str_npc16_signup_response_2|一 名 有 著 強 烈 正 義 感 的 護 衛 ？ 這 聽 起 來 有 點 傻 ， 你 不 這 麼 認 為 嗎 ？ 
str_npc1_payment|我 將 會 對 你 非 常 有 用 ， {先 生 /夫 人 }， 你 可 以 賭 一 把 。 在 我 們 離 開 之 前 ， 還 有 一 件 事 ， 你 能 借 給 我 {reg3}泰  勒 嗎 ？ 我 不 好 意 思 說 出 來 ， 但 我 在 這 裡 還 有 一 些 債 務 。 我 在 這 個 酒 店 裡 住 了 好 幾 周 ， 酒 館 老 板 不 再 相 信 我 有 能 力 支 付 宿 金 。 你 知 道 的 ， 如 果 他 們 看 到 我 和 你 一 起 離 開 之 前 沒 有 支 付 宿 金 的 話 ， 這 將 是 一 件 很 丑 的 事 情 。 
str_npc2_payment|非 常 樂 意 。 只 是 我 還 有 一 個 小 小 要 求 — — 昨 晚 我 在 賭 桌 上 有 點 背 。 你 能 幫 我 還 賭 債 麼 ？ 錢 不 多 ， 只 有 {reg3}泰 勒 。 有 了 這 些 ， 我 就 能 問 心 無 愧 地 離 開 這 裡 了 。 
str_npc3_payment|。 
str_npc4_payment|酒 錢 是 小 錢 — — 我 還 欠 著 客 棧 老 板 一 筆 債 。 我 不 是 一 個 人 在 這 尋 樂 ， 這 裡 所 有 客 人 消 費 都 是 我 請 客 ， 後 來 我 們 又 和 到 訪 的 波 蘭 人 小 小 地 打 了 一 架 … … 你 能 幫 我 還 債 麼 ？ 只 有 {reg3}泰 勒 。 
str_npc5_payment|還 有 件 事 。 我 的 錢 花 光 後 ， 不 得 不 當 掉 了 我 的 胸 甲 。 你 能 先 給 我 {reg3}泰 勒 嗎 ？ 我 要 把 它 贖 回 來 。 在 戰 斗 中 有 了 胸 甲 ， 我 就 會 比 一 只 無 殼 烏 龜 更 強 一 點 。 
str_npc6_payment|嗯 ， 還 有 個 小 問 題 。 我 的 妻 子 處 境 不 好 ， 我 想 寄 些 錢 給 她 。 如 果 你 能 給 我 {reg3}泰 勒 ， 我 就 立 馬 跟 你 走 。 否 則 ， 我 只 有 去 當 土 匪 籌 錢 。 
str_npc7_payment|我 准 備 好 了 。 只 是 我 還 有 個 小 小 要 求 ， 給 我 {reg3}泰 勒 來 買 一 件 新 外 套 吧 。 我 的 外 套 破 了 ， 我 不 想 在 旅 行 時 看 起 來 那 麼 … … 見 不 得 人 。 
str_npc8_payment|好 的 ， 我 的 斧 頭 會 好 好 為 你 服 務 的 。 當 然 ， 你 得 給 我 {reg3}泰 勒 來 買 新 斧 柄 。 我 在 本 地 的 屠 宰 場 工 作 了 整 整 一 個 月 ， 這 把 斧 頭 已 經 被 用 壞 了 。 
str_npc9_payment|{先 生 /夫 人 }， 我 有 個 小 小 的 請 求 。 我 急 需 {reg3}泰 勒 來 搞 一 本 家 譜 。 我 在 路 上 遇 到 了 一 位 紋 章 院 院 長 ， 真 是 個 奇 跡 。 我 需 要 他 幫 我 編 寫 我 的 家 譜 並 蓋 章 。 有 了 這 麼 一 份 羊 皮 紙 文 件 ， 我 就 有 充 分 的 理 由 要 回 我 的 土 地 了 … … 
str_npc10_payment|這 真 是 個 好 消 息 ！ 你 能 給 我 一 點 恩 惠 嗎 ？ 只 要 {reg3}泰 勒 — — 我 想 買 一 枚 戒 指 送 給 那 位 女 士 ， 本 地 的 寶 石 匠 給 的 就 是 這 個 價 格 。 也 許 她 收 到 戒 指 後 ， 會 回 心 轉 意 。 
str_npc11_payment|真 主 至 大 ！ 請 給 我 {reg3}泰 勒 來 買 一 個 新 馬 鞍 吧 。 
str_npc12_payment|{先 生 /夫 人 }， 我 想 提 前 完 成 一 些 手 續 ， 這 麼 說 吧 — — 只 要 {reg3}泰 勒 。 
str_npc13_payment|現 在 我 們 來 定 下 合 約 ， 我 大 膽 向 你 索 要 一 點 恩 惠 行 嗎 ？ 在 這 裡 的 一 個 遠 親 給 我 提 供 過 住 處 。 你 能 給 我 {reg3}泰 勒 ， 讓 我 還 了 這 個 人 情 吧 ？ 
str_npc14_payment|不 過 ， 還 有 件 小 小 的 麻 煩 事 。 不 久 前 ， 這 裡 有 一 個 集 市 ， 我 沒 得 到 本 地 的 貿 易 協 會 的 允 可 就 賣 了 一 些 葡 萄 酒 給 一 支 小 隊 伍 。 我 需 要 交 {reg3}泰 勒 的 罰 金 ， 那 些 衛 兵 才 會 放 我 出 城 。 
str_npc15_payment|哦 ， 真 是 太 好 了 ！ {先 生 /夫 人 }， 你 能 不 能 分 給 我 {reg3}泰 勒 來 買 些 新 的 摩 洛 哥 式 鞋 子 — — 纏 著 這 些 綁 腳 布 ， 我 哪 兒 也 去 不 了 。 
str_npc16_payment|謝 謝 ！ 請 給 我 {reg3}泰 勒 吧 。 我 找 到 了 一 件 很 棒 的 蒙 布 鏈 甲 。 沒 有 合 適 的 防 具 ， 我 還 能 當 什 麼 護 衛 呢 ？ 
str_npc1_payment_response|。 
str_npc2_payment_response|這 是 {reg3}泰 勒 。 
str_npc3_payment_response|。 
str_npc4_payment_response|客 氣 什 麼 啊 。 給 ， {reg3}泰 勒 。 
str_npc5_payment_response|這 個 錢 包 裡 有 {reg3}泰 勒 。 希 望 這 筆 錢 能 換 來 你 的 忠 心 。 
str_npc6_payment_response|家 庭 必 須 是 第 一 位 。 給 ， 收 下 吧 。 
str_npc7_payment_response|當 然 。 收 下 這 些 吧 。 
str_npc8_payment_response|給 ， 多 數 幾 遍 吧 。 
str_npc9_payment_response|對 於 貴 族 ， 家 譜 就 是 一 切 。 收 下 這 些 吧 。 
str_npc10_payment_response|這 是 {reg3}泰 勒 ， 但 我 認 為 你 不 值 得 再 為 她 花 錢 了 。 
str_npc11_payment_response|很 好 ， 這 是 {reg3}泰 勒 。 
str_npc12_payment_response|嗯 ， 我 期 待 你 全 心 全 意 追 隨 我 。 給 ， 收 下 吧 。 
str_npc13_payment_response|人 們 說 ， 不 管 是 窮 人 還 是 犯 人 ， 都 沒 人 是 安 全 的 。 給 ， 收 下 這 些 錢 。 
str_npc14_payment_response|給 ， 收 下 。 我 覺 得 這 筆 投 資 很 快 會 讓 我 得 到 豐 厚 的 回 報 。 
str_npc15_payment_response|好 的 ， 收 下 吧 。 很 高 興 你 能 加 入 我 們 。 
str_npc16_payment_response|如 果 你 需 要 ， 那 麼 你 真 的 需 要 。 給 ， {reg3}泰 勒 。 
str_npc1_morality_speech|聽 著 ， 孩 子 ！ 我 很 嚴 肅 的 警 告 你 ， 我 非 常 不 喜 歡 {s21}！ 
str_npc2_morality_speech|我 希 望 你 不 介 意 我 這 麼 說 ， 我 是 真 的 不 喜 歡 {s21}。 這 不 是 一 位 貴 族 的 行 為 。 
str_npc3_morality_speech|不 可 容 忍 ！ 又 是 {s21}。 我 們 還 要 忍 受 多 久 ？ 
str_npc4_morality_speech|嘿 ， 哥 薩 克 人 ， 對 於 一 個 任 何 謝 契 居 民 來 說 ， {s21}都 是 個 恥 辱 。 下 次 你 最 好 考 慮 清 楚 再 決 定 。 
str_npc5_morality_speech|我 們 不 得 不 {s21}嗎 ？ 真 意 外 。 關 心 士 兵 應 該 是 最 重 要 的 。 
str_npc6_morality_speech|你 命 令 {s21}？ 我 簡 直 無 法 接 受 ！ 
str_npc7_morality_speech|啊 ， {s21}？ 我 震 驚 了 。 
str_npc8_morality_speech|啊 ， {s21}， 撒 旦 帶 走 我 吧 ！ 我 的 內 髒 也 會 反 對 這 麼 做 的 。 
str_npc9_morality_speech|哦 ， {s21}對 我 來 說 是 個 恥 辱 。 我 絕 對 不 會 這 樣 做 。 
str_npc10_morality_speech|對 我 來 說 ， {s21}是 不 光 彩 的 。 允 許 這 事 發 生 的 指 揮 官 ， 永 遠 都 無 法 得 到 我 的 信 任 。 
str_npc11_morality_speech|我 們 是 戰 士 ， 我 們 不 應 該 {s21}。 否 則 ， 我 們 會 很 快 失 去 所 有 士 兵 。 
str_npc12_morality_speech|指 揮 官 ， 我 是 個 醫 生 ， 我 無 法 眼 睜 睜 地 看 著 你 {s21}。 請 仁 慈 對 待 那 些 樸 實 的 人 們 ！ 
str_npc13_morality_speech|現 在 ， 聽 著 ， 對 於 一 個 我 信 任 到 命 都 可 以 交 給 他 的 人 來 說 ， {s21}不 是 個 好 事 。 這 事 不 能 再 發 生 了 ！ 別 不 顧 你 的 命 運 。 
str_npc14_morality_speech|我 是 個 軍 需 官 ， 我 不 能 接 受 {s21}。 以 後 別 這 樣 干 了 。 
str_npc15_morality_speech|聽 我 說 — — {s21}是 罪 惡 。 如 果 這 還 繼 續 這 樣 ， 我 就 不 知 道 我 要 干 什 麼 了 … … 
str_npc16_morality_speech|主 人 ， 我 警 告 你 ， 沒 什 麼 比 {s21}更 能 激 怒 我 的 了 。 我 希 望 這 事 永 遠 不 要 再 發 生 了 。 
str_npc1_2ary_morality_speech|又 是 {s21}！ 見 鬼 ， 不 ， 不 能 有 這 事 ！ 
str_npc2_2ary_morality_speech|你 決 定 {s21}。 如 果 這 事 還 繼 續 的 話 ， 我 不 得 不 離 開 了 。 
str_npc3_2ary_morality_speech|哦 ， 哎 ， {s21}。 我 不 贊 同 這 個 。 
str_npc4_2ary_morality_speech|光 榮 與 榮 譽 是 第 一 位 的 ！ 而 你 ， 你 決 定 {s21}， 願 你 在 地 獄 中 燃 燒 ！ 
str_npc5_2ary_morality_speech|[No secondary moral code] 
str_npc6_2ary_morality_speech|[No secondary moral code] 
str_npc7_2ary_morality_speech|我 認 為 {s21}是 不 可 接 受 的 。 如 果 還 繼 續 這 樣 ， 我 會 為 自 己 找 到 另 一 個 指 揮 官 。 
str_npc8_2ary_morality_speech|[No secondary moral code] 
str_npc9_2ary_morality_speech|[No secondary moral code]
str_npc10_2ary_morality_speech|[No secondary moral code]
str_npc11_2ary_morality_speech|[No secondary moral code] 
str_npc12_2ary_morality_speech|[No secondary moral code]
str_npc13_2ary_morality_speech|你 能 從 容 允 許 {s21}發 生 ？ 恐 怕 我 們 不 會 相 處 得 很 好 了 。 
str_npc14_2ary_morality_speech|[No secondary moral code]
