str_no_string|NO STRING!
str_npc1_personalitymatch_speech_b|Ve eğer bir gün ölüm cezası alırsam, umarım baltayı tutan o olur.
str_npc2_personalitymatch_speech_b|Ve son olarak onun ilaç bilgisi benim hayatımı kurtardı.
str_npc3_personalitymatch_speech_b|Çok garip, ama çok çabuk ortak bir zemin bulduk. Eğer onu hristiyan yapabilseydim piskopos hiç şüphe yok bana cüppemi geri verirdi. 
str_npc4_personalitymatch_speech_b|Amma da tutumlu! Novgorod'lıymış, umrumda değil, meyveli böreği çok lezzetli. Tabaklar ter temiz.  Onu bizim saflarımıza katmakta sonuna kadar haklıydın.
str_npc5_personalitymatch_speech_b|Kutsal babamız savaş alanında da çok faydalıdır. Senin de tereddütsüz belirttiğin gibi. Küfürler ve lanetler ederek bağırdığı o son seferde düşmanın atları hızlarını kaybettiler. 
str_npc6_personalitymatch_speech_b|dövüşten sonra yaralarıma sürdüğü merhem birkaç gün içinde iyileştirdi. Bölüğümüzde bu bilge adama sahip olmaktan dolayı çok memnunum.
str_npc7_personalitymatch_speech_b|İlk bakışta biraz kibirli göründü. O birisinin sonuna kadar dayanabileceği bir adam.
str_npc8_personalitymatch_speech_b|Yani Allah şarap içmeyi yasakladı, öyle mi? Bu çok garip, ama {s11} din konularında çok ustalaşmış. Kuran'da votka içmeyi yasaklayan herhangi bir şeyin bulunmadığını söyledi...
str_npc9_personalitymatch_speech_b|Bizim çavuşbaşımız her zaman oldukça iyidir. Tanrı biliyor, ona kalbimi ve ellerimi açarmışım. Ona yardım teklif ederdim. Bu dünyada malikanem için ondan daha iyi bir hizmetçi bulamazdım.
str_npc10_personalitymatch_speech_b|Sana söyleyeyim, ben ve o savaşta asla durdurulamayız!
str_npc11_personalitymatch_speech_b|Eğer ateşli arzularda da şamanizmde olduğu kadar iyiyse, ihtişamlı bir hayat sürüyoruz demektir. 
str_npc12_personalitymatch_speech_b|Bir savaşçı gibi yaşamayı seçmiş olması utanç verici. Oysa harika bir doktor olurmuş.
str_npc13_personalitymatch_speech_b|Görünüşe göre bana da biraz kızmış gibi. En iyisi odunların oraya gideyim ve onu iyi etmek için biraz ot bakayım.
str_npc14_personalitymatch_speech_b|Bana göre etrafındakilerin en kayda değer olanı o. Bunu herkes böyle bilsin, ona elini süren olursa seyahatin geri kalanında çürümüş at eti içer.
str_npc15_personalitymatch_speech_b|Eğer onu görürsen, öğle yemeği için acele etmesini söyle. Onun için lezzetli parçalar ayırdım.  Kocam o kadar cesur ve heybetli olsaydı, oklavayı kafasında kırmazdım.
str_npc16_personalitymatch_speech_b|Ona çok fazla övmelisin {beyim/hanımım} ve cesaretliliği için onu ödüllendirmelisin. Adam asla başarısız olmuyor!
str_npc1_retirement_speech|Ah be evlat! Ağrıyan kemiklerim bana etrafta sıçrayıp kılıç savurduğum o günlerin gelip geçtiğini söylüyor. Kendime biraz para ayırdım, ve aklımda son  günlerimi geçireceğim bir toprak almak var. 
str_npc2_retirement_speech|{Beyim/Hanımım} şunu söylemeliyim ki, başından beri işler beklediğim gibi gitmedi. Beni bağışlayın ama sizi bırakmak zorundayım. Beni hoş tutacak ve davranışlarıma saygı gösterecek başka yol arkadaşları bulmalıyım. 
str_npc3_retirement_speech|Dinle, komutan! Dün gece bir rüya gördüm. Meryem Ana Riga'ya gitmemi piskoposu görmemi ve vazgeçmemi söyledi. Eski ilişkilerini reddedecek, cemaate geri dönecek. Bunun gibi daha pek çok rüya gördüm. En iyisi ben gideyim. 
str_npc4_retirement_speech|Gördün mü? Delikanlı, Don'lu kardeşlerim bir miktar malla İran'a gitmeyi düşünmüşler ve beni de onlara katılmaya davet ettiler. Beni yanlış anlama ama onlarla gitmeyi düşünüyorum.
str_npc5_retirement_speech|Bağışlayın, {Herr Kommandant/Kommandantin}, ama antlaşmamızı iptal etmekte ısrar etmek durumundayım. Gerçek bir askerin yeri paralı askerlerin arası değildir, daha soylu güçlerin yanıdır. Yolunuz açık olsun, sizi nereye götürürse götürsün!
str_npc6_retirement_speech|Dinle {beyim/hanımım}. Kalbim sızlıyor, ve karım hakkında sürekli endişeleniyorum. Yabancı diyarlarda yalnız. Bunu yanlış anlamayın, lütfen, ama sizi bir süreliğine terk edeceğim. 
str_npc7_retirement_speech|Kaptan, lütfen beni bağışlayın! ama kendimi bu yerin dışında hissediyorum. Kendi kıymetim için daha uygun başka bir bölük bulsam daha iyi olacak. 
str_npc8_retirement_speech|Üzgünüm, aga, ama bir durum var... Civarda bir şehirde, bir cellat yaşlılıktan emekli oldu. Oh, İşimi nasıl özlediğimi de biliyordun. Gece balta, kement ve boğma teliyle ilgili rüya gördüm. Sanırım oraya gidip bana göre olan işi almayı denemem gerekiyor. 
str_npc9_retirement_speech|{playername}, yollarımızı ayırmamızın zamanı geldi. Duydum ki savaş Bryansk'ı yakıp yıkmış. Oraya yola düşüp çalınmış topraklarımı tekrar almak istiyorum. Her şey için teşekkür ederim, beni kibarca hatırlayın. 
str_npc10_retirement_speech|Fazla gevelemeyeceğim. Ben bir paralı askerim, işler senin için uzun zamandır da pek iyi gitmiyor. Ayrıca, çok cazip de bir teklif aldım. Umarım savaş meydanında karşı karşıya gelmeyiz. Elveda.
str_npc11_retirement_speech|Bozkırdan bir haberci geliyor. Mirza! Zamanı geldi! Nogay göçerleri Türk boyunduruğundan kurtulmak için hazır. Onlara katılmak için orada olmam lazım! Elveda!
str_npc12_retirement_speech|Evet,yollarımızı ayırmanın vakti geldi,iyi komutan. Yerli halk kalmak ve onları iyileştirmek için beni ikna etti. Koruman ve yardımların için sana minnettarım ve eğer sülüklerime ihtiyacın olursa beni nerede bulabileceğini biliyorsun.
str_npc13_retirement_speech|bu değişmeyen sürekli savaşlardan ve yolculuklardan yoruldum, {playername}! Huzur içinde yaşamak ve kendimi ticarete adamak için rahat bir köşe bulmaya çalışacağım. Ama ayrılmadan önce, seni biraz cezbedeyim savaşta ganimetin tadını çıkarabilirsin. 
str_npc14_retirement_speech|Beni bağışlayın, {beyim/hanımım} ama artık sabrım kalmadı. Askerleriniz şükretmesini bilmeyen tiplerden, yoldaşlarınız ise kaba ve düşüncesiz. Zaten kendi cebime bir şeyler koyamadan bütün malzemeleri düzenlemek bana göre bir iş değil. Bütün girdi-çıktı dökümleri burada. Başkaca bir sıkıntı yaşamadan ayrılabileceğimizi umuyorum. Uyar mı?
str_npc15_retirement_speech|Oh {beyim/hanımım}, Artık bu gezgin hayatına tahammülüm yok. Kış uykusundan uyanmış ayılar gibi dağda ormanda dolaşıp duruyoruz. Eve dönmeliyim. Ekmek ve tuz için sağ ol, sığınak ve ortak akıl için de.
str_npc16_retirement_speech|Beni affedin, ama sizi daha fazla koruyamam. Yol arkadaşlığınız ve cesaretliliğiniz benim için makul değil Hoşçakalın. Belki ilerde yeniden görüşürüz. 
str_npc1_rehire_speech|Bilirsin, evlat, Uzun süre genç bir adam olarak kalamayabilirim  ama huzurlu bir yaşamın benim yanımda yeri yok. Özellikle düşmanlar etrafta kaynadığı zaman! Yani eğer benim için bir sürahi şarap getirtirsen peki,senin komutan altına dönmekten çok memnun olurum. 
str_npc2_rehire_speech|Şunu belirtmeliyim ki tanıştığım en iyi yoldaşlardan birisin. Ayrılmam büyük bir hataydı.
str_npc3_rehire_speech|Bu sensin, komutan! Oh,Riga Catedral'inin zangocu bana rüyalara inanmanın günah olduğunu söylemişti. Piskopos hapishanesinde geçirdiğim günler korkunçtu. Herneyse, bana da güvenebilirsin. 
str_npc4_rehire_speech|Oh, komutan! Yola çıktığım bu seyahatin bana çok fazla iyi şey getirmeyeceğini biliyordum. Ganimetteki payım o kadar küçüktü ki, yolda önünden geçtiğim ilk barda hepsini çar çur ettim. Eğer beni tekrar istiyorsan buna çok memnun olurum.
str_npc5_rehire_speech|{Herr/Frau} {playername}! Silahşörler alayındaki birkaç hafta hatamı anlamama yeterli oldu. Dövüşmek yerine, tüm gün eğitim yürüyüşü yapardık ve ben izinden azcık sarhoş döndüğüm zaman, on gün kapatma cezası aldım. Islak ve soğuk bodrum katında otururken, yaptığımız seferlerin hayatımın en mutlu günleri olduğunu hatırladım. Ben zaten bir parşömen aldım ve yeni bir sözleşme hazırladım. İmzalamak ister misin?
str_npc6_rehire_speech|Sonunda seni buldum. Karım çok iyi ve ben senin bayrağın altında bir kez daha yer almaya hazırım.
str_npc7_rehire_speech|Size iyi günler, kaptan. Daha iyi yol arkadaşları bulurum diye düşünürken hatalıydım. Size tekrar katılmama ne dersin?
str_npc8_rehire_speech|Seni burada görmeyi beklemiyordum aga. Anladım ki buralarda sadece buranın yerlileri cellatlık yapabilir. Bu yüzden ben de farklı işler bulmak için etrafta geziniyorum. Beni saflarına tekrar kabul eder misin?
str_npc9_rehire_speech|Ne söyleyebilirim?, {playername}... komutan altında yeni yerler ele geçirmek, eski mülküme dönmekten çok daha kolay. Umarım senin bayrağın altında tekrar birlikte savaşmamıza bir şey demezsin?
str_npc10_rehire_speech|Görünüşe göre  oralarda sadece dalavereci ve sıfır numara serseriler var.  Makul teklifleri haftalık maaşlar ödenene kadar makuldü! O bakırlıklar çapraz kemer almak için bile yeterli değildi. Senin için de mahsuru yoksa bölüğüne geri dönmek için kendimi son derece hazır hissediyorum. 
str_npc11_rehire_speech|Lakin, bu sefer Allah bizimle değildi. Yenildik.  -- Ama bağımsızlık azmimiz bitmiş değil. Lütfen eğer halen bana ihtiyaç duyuyorsan, beni bir kez daha kabul et.
str_npc12_rehire_speech|Zoraki ödemelerle bu köylüler bana teklif yapabilirler,neredeyse cayıyordum. Hayır, ben bir ordu doktoru olarak hizmet etmede çok daha iyiyim. Beni geri alır mısın?
str_npc13_rehire_speech|Pekala, yine karşılaştık. Haklıydın-- savaş her yerde ve  sakin yerler bu topraklarda kaynak olarak biraz kıt. Dost savaşçılar arasında olmayı tercih ederim. 
str_npc14_rehire_speech|Benim iyi {beyim/hanımım}! Sizi bir kez daha görmekten çok memnunum. Bu paralı çavuşbaşı çok zavallı birisi. Orduların destekçilere ihtiyacı yoktur. Komutanları öyle karşısına çıkan tüm köyleri yağmalıyor. Daha önce söylediğim her şeyi unutun lütfen. Budala İsveç'liyi affediyorum. Bölüğüme tekrar dönebilirim umarım. 
str_npc15_rehire_speech|Ah, {beyim/hanımım}! Zavallı bir dul için böylesi mutlu bir hayat yok. Evim lord emriyle hazine tarafından elimden alındı. Bir kez daha sadece bir göçebeyim. Beni geri al, sana yalvarırım!  -- Sana elimle ayağımla hizmet ederim. 
str_npc16_rehire_speech|Ayrıldığımızdan beri bayağı değişmişsin. Daha kötüsünü ummuyorum ama göreceğiz. Beni geri alıyorsun değil mi?
str_npc1_home_intro|Wadowice! İşte büyük Lehistan toprakları, gençliğimin ve çocukluğumun toprakları...
str_npc2_home_intro|Kamenets! Eğer burası dünyanın en güzel yeri değilse tanrı da benim cezamı versin.
str_npc3_home_intro|Krakov. Leh'nın antik başkenti. Katoliklerin ve büyük kralların şehri!
str_npc4_home_intro|Buradan geliyorum, bildiğin gibi. Babam Korsun alayında hizmet etti.
str_npc5_home_intro|Bu topraklarda doğdum ve büyüdüm.
str_npc6_home_intro|Bir sığınak, barınak için gizli bir yer – ya da hapis. İşte Tula kelimesi bu anlama gelir. Benim memleketimin adı. 
str_npc7_home_intro|Ryazan, Moğol saldırıları sonrasında düşen ilk şehir. Ben bu topraklardan geliyorum. 
str_npc8_home_intro|Burası, Don nehrinin Azov denizine döküldüğü yer benim memleketim. 
str_npc9_home_intro|Vilna çanlarını duyuyorum. Litvanya'nın antik başkenti! Ne kadar da çok anıyı çağrıştırıyor...
str_npc10_home_intro|Bu toprakları bilirim! Bir zamanlar burada çetin bir savaşım olmuştu, mülkünüze ilk ulaştığım zaman.
str_npc11_home_intro|Bozkır, sonsuz stepler... Benim sevgili topraklarım. 
str_npc12_home_intro|Kiev'e yaklaşıyoruz!
str_npc13_home_intro|Poltava. Bu yerin adı insanlar arasında pek bilinmez. Servetim yakında büyük bir savaşın bu toprakları yaralayacağını söylüyor. Bu aynı zamanda benim şehrimi de yüceltecek, tüm dünya tarafından duyulacak ve en iyi ozanlar tarafından türküleri söylenecek. 
str_npc14_home_intro|Birkaç mil sonra Reval surlarına ulaşacağız!
str_npc15_home_intro|Bu sessiz orman nehrine Volkhov denir. Buradan sonra Novgorod'a çok az yolumuz kaldı.
str_npc16_home_intro|İşte, kıyıya vuran köpüklü dalgaların sesini duyabiliyorum. Çok yakında benim şehrim Kafa'yı göreceğiz.
str_npc1_home_description|Bu toprak Leh'nın doğduğu topraktır. Bizim soylularımız dünyanın en çok özgürlük sevenleridir. Ve krallarımız her zaman seçilmiştir ve eşitler arasında ilk hükmeden olmuştur.
str_npc2_home_description|Buradan sonra Valachia'ya çok bir şey kalmadı, memleketim. Bu şehir her zaman ya sınırda olmuştur ya da olmamıştır. Pek çok ordular geldi, muhafızlarca üzerlerine dökülen kızgın katranın tadına bakmak için. Batuhan'ın tümeni, Algirda alayları. Nalivaiko, Krivonos, Bogun -- Hmelnitski 'nin kendisi bile burada bir kuşatma düzenledi. 
str_npc3_home_description|Buradaydı 1386'da, Litvanya Prensi Jogaila vaftiz edildiği tarihte. Ve sonra, kraliçe Jadwiga ile olan evliliği, muhteşem topluluğumuzda  Leh ve Litvanya'nın birleşme sürecinin ilk taşlarını koydu. 
str_npc4_home_description|Korsun Bilge Yaroslav'ın kendisi tarafından kuruldu.Ve Ukrayna'nın tüm şehirleri Chigirin'den sonra ikincidir. 
str_npc5_home_description|Ah Vyborg,sekizinci yüzyılda barbar Karelian kafirlerine Hristiyanlığın ışığını getirmek için gelen  İsveç haçlılarının büyük şehri.  Burada ilk kale kral Tolhils Knutsen'in emriyle 1293 yılında dikildi.
str_npc6_home_description|Yarım yüzyıl önce, Tula, Moskova'nın düşmesine kadar burada bekleyen Sahte DDmitry tarafından alındı. Bundan üç yıl sonra, bir başka sahtekar daha buraya geldi; Tushino Hırsızı. 
str_npc7_home_description|Bugün şehir eski şehirden elli fersah öteye uzanır. Benim memleketim burası.
str_npc8_home_description|Bu Azak-Kalesi, Kazakların Azov dediği antik Tana. Büyükbabam bana soyumuzun şehri ellerinde tutan Yunanlılardan geldiğini söylerdi. O antik günlerde bile, gururla cellatların başlığını taşıyorlardı!
str_npc9_home_description|Kurtların ulumalarını duyabiliyor musun? Bu iyi bir işaret. Yaşlı insanlar der ki Litvanya Prensi Gediminas bu topraklarda avlandı ve bir yaban sığırı öldürdü. Avdan sonra uykuya dalmasıyla, rüyasında demirden dev gibi bir kurt gördü. Rüya sanki bir kehanet gibiydi – ondan sonra  prensin yattığı tepelik kutsal bir sur oldu. 
str_npc10_home_description|Benim memleketim uzaktır,hem de çok uzak...
str_npc11_home_description|Biz, İlkhan'ın torunları, bozkıra geldik. Sığınmacılar olarak değil ama hakkı olan hükümdarlar olarak!  Türk Sultan'ı Kırım Giraylarını tercih etti. O günden beri birer köle olarak yaşıyoruz. 
str_npc12_home_description|Bu muhteşem bir şehir! Yıllar resimlerini almış. Ama antik Rusya'nın başkenti şimdi bile dünyanın en güzel şehri.
str_npc13_home_description|Bu toprakları çok iyi bilirim. Siyah topraklar... Ağaçlıklar avlarla doludur. Eğer burada hiç savaş olmasaydı, açık kalpli kibar insanlar yaşardı.
str_npc14_home_description|Reval, İsveçlilere geçmeden önce Hansa birliğine dahil hür bir şehirdi.
str_npc15_home_description|Bu büyük,zengin şehir. Çocukluluğumu burada çeyrekliklerle ticaret yaparak geçirirdim.
str_npc16_home_description|Benim memleketim olan şehir çok iyi bir ticaret merkezidir. Mallarımız çok iyidir. Köleler çok iyi tedavi ve şartlar isterler. Fiyatları ne kadar iyi göründüklerine göre belirlenir.
str_npc1_home_description_2|Eğer ölmem gerekirse, benim köyüme yakın bir koruda yakın beni.
str_npc2_home_description_2|Diğer köylülerle birlikte, şehir kulesini, şehri saymış sayısız Kazak'a karşı savundum. Ve şimdi şehir sakinleri iyiliğimin karşılığını böyle ödüyorlar...
str_npc3_home_description_2|Bu şehir benim için memleketten fazlası. burada herhangi biri antikliğin nefesini duyabilir. 
str_npc4_home_description_2|burada çok büyük bir savaş vardı,  Hmelnitski tamamen seçkinleri ezip geçmişti. O günlerde Tatarlar tarafından esir tutuldum. 
str_npc5_home_description_2|Şehrim tanrının koruyucu bakışları altındadır. 1495'in Eylül'ünde, Vyborg'un surları 3. Ivan'ın alayları tarafından kuşatıldı, Moskova'lı Tsar.Tam da şehir bayraklarını indirmeye ve kapıları açmaya hazırlanırken, gökyüzünde bir haç belirdi. Tanrının gazabından korkan kuşatma ordusu şehirden kaçtı.  Bu hikaye nesilden nesile ailelerimiz tarafından anlatılır.
str_npc6_home_description_2|Bu ağaçlıklarda babam bana tazılar konusunda ustalık öğretti. Sonra, yabani tavşan izlerini takip etmede ve sincabı gözünden vurmada ustalaştım. Ve Moskova'ya gönderildim. 
str_npc7_home_description_2|Şehrimin küçük olmasının bir önemi yok. Biz  Ryazan'ın asilleri  atalarımızla ve topraklarımızla gurur duyarız!
str_npc8_home_description_2|Oto, buraya ne çok insan geldi -- İskitler, Yunanlar, Ruslar, Peçenekler. Ve bu surlar Tauris için hala birer anahtar. 
str_npc9_home_description_2|Vilna Prensesi'nin Kuzey Deniz'inden Karadeniz'e kadar tüm bu topraklara hüküm sürdüğü günler vardı.
str_npc10_home_description_2|İzin ver bunun hakkında başka bir gün konuşalım.
str_npc11_home_description_2|Şehrimiz yok, konağımız yok, askeri gücümüz yok. Bastırılmış durumdayız ve Bahçesaray'daki yetersiz hayatımızı sürdürüyoruz. İyi ki kutsal Nogay benim memleketim. Onun uğruna son nefesime kadar savaşacağım.
str_npc12_home_description_2|Korkunç Kurenevka kazakları için olmasaydı, Podolks'daki mülkümü asla terk etmezdim. Ama kader hiçbir zaman görüşümü sormaz... Rüzgarda soluğumuz kesilmiş. Benimkiler gibi ticaret ustası olan ve nankörce alınmış halklar.
str_npc13_home_description_2|Cahil köylüleri beni çıkardıkları için suçlayamam. Bir gün dönerim, o zaman kalacağım.
str_npc14_home_description_2|Reval'in sakinleri için, ticaret hayatın gerçeğidir. Babam İngiltere'ye rus keneviri getirdi, ve  -- peki, ben kaçtım ve ordunun peşinden koştum.
str_npc15_home_description_2|Oyuncak bebekleri sevmezdim ve diğer çocuklarla kuka oynardım. Büyüdükçe de fırınla çalışmayı öğrendim. Oklava kullanmanın kılıç darbesi gibi acılı olduğunu işte orada keşfettim.
str_npc16_home_description_2|Birgün döneceğim ve kendi işimi kuracağım. Köle ticareti oldukça karlı bir iş. Bilirsin işte...
str_npc1_home_recap|Ben büyük Leh soylularındanım. Leh Krallığı'nın ileri gelenlerine de akrabayım.
str_npc2_home_recap|Soyum yıllar boyunca Valachia'ya hükmetti; ancak ben şahsen Kamenets'te doğdum ve büyüdüm.
str_npc3_home_recap|Babam Krakov bölgesinden küçük bir toprak ağasıydı. Ben hep bir savaşçı olmak istedim, ama  yazı işleriyle ilgili dersler verdi.
str_npc4_home_recap|Sarı Sular'a yakın bir kazak toprağı. Kılıcımı elime ilk burada aldım. -- İlk Pipomu burada içtim.
str_npc5_home_recap|Benim ailem Karelia putperestleriyle savaşan ve sonunda buraya yerleşen Haçlı Ordularının torunlarından.
str_npc6_home_recap|Oh, arsam çetin bir yerdir. Evimin topraklarından geçerken, gölgeliklerde saklanmam lazım. Ailemin mezarlarını bile ziyaret edemiyorum. 
str_npc7_home_recap|Bizim arazimiz Eski Ryazan'dan çok uzak değil. Orası doğduğum yerdi.
str_npc8_home_recap|Çocukken saklambaç oynadığımız bu kıyılara baktığımda, gözlerim yaşla dolar. 
str_npc9_home_recap|Anne ve babamın eski şehirde bir evleri vardı. İşte orası anneciğimin tüm sorumluluğu üstlendiği yerdi.
str_npc10_home_recap|Gençlik günlerim öyle büyük bir sarayda geçti ki kıyaslarsak bu güç koridorları ancak birer kirli kulübe gibi görünürdü. 
str_npc11_home_recap|Nerede doğdum? Bozkırda. Bir göçebe doğduğu yeri bundan daha iyi adlandıramazdı. 
str_npc12_home_recap|Schekavitsa yamaçlarında Dniepr ve Glybochitsk limanlarına karşı güzel bir manzara sunan  küçük bir ev.  Bunlar benim ilk çocukluk hatıralarım. 
str_npc13_home_recap|Hatırlamasam daha iyi. Poltava'daki zavallı evimi düşündüğüm zaman, gözlerim yaşla dolar.
str_npc14_home_recap|Reval, Reval... Oh, o dar sokağı bir dakikalığına da olsa bir görüvermeyi dilerdim, bizim eski evimizi.
str_npc15_home_recap|Novgorod benim memleketim. Tüm Rus topraklarında bundan daha iyisi yoktur.
str_npc16_home_recap|Kafa'da antik bir şehirde doğdum.
str_npc1_honorific|Evlat
str_npc2_honorific|{beyim/hanımım}
str_npc3_honorific|komutan
str_npc4_honorific|arkadaş
str_npc5_honorific|{Herr/Frau} {playername}
str_npc6_honorific|{beyim/hanımım}
str_npc7_honorific|kaptan
str_npc8_honorific|{playername}-aga
str_npc9_honorific|{playername}
str_npc10_honorific|{mösyö/madam}
str_npc11_honorific|Mirza
str_npc12_honorific|iyi komutan
str_npc13_honorific|iyi {adam/kadın}
str_npc14_honorific|{beyim/hanımım}
str_npc15_honorific|{beyim/hanımım}
str_npc16_honorific|usta
str_comment_intro_liege_affiliated|Bağlılığını düşmanıma esir ettin. Ama kötü hiçbir şey hissetmiyorum.
str_comment_intro_famous_liege|Adın senden önce geliyor! Belki de yiğitliğini kıymete değer bir savaş efendisiyle kaydetmenin zamanı geldi. 
str_comment_intro_famous_martial|Kahramanlıklarını duymuştum. İnşallah, savaşta yine karşılaşacağız...
str_comment_intro_famous_badtempered|Seni duymuştum. İyi, kibar konuşmalarla vakit harcayacak birisi değilim. Eğer söyleyecek bir şeylerin varsa çıkar ağzından. 
str_comment_intro_famous_pitiless|Adını biliyorum. Adamın kalbine korku salıyor. Belki bir ara baş başa konuşabiliriz.
str_comment_intro_famous_cunning|Sonunda tanıştık. Yalan yok sen gerçek bir savaşçısın. Belki bir ara beraber görüşüp konuşmalıyız, ara sıra.
str_comment_intro_famous_sadistic|Adını biliyorum. Sıklıkla aranıyor kelimesiyle birlikte duyuluyor... Ama bu beni alakadar etmez.
str_comment_intro_famous_goodnatured|Seni duymuştum! Sonunda tanıştık.
str_comment_intro_famous_upstanding|Adını biliyorum. Dediklerine göre sen en yiğit savaşçıymışsın. Öyle umarım ki onurun ve merhametin de bu yiğitliğinle eşleşiyordur.
str_comment_intro_noble_liege|Becerikli savaşçılara ihtiyacım var, ama önce kendini kanıtlamalısın.
str_comment_intro_noble_martial|Bir yerlerde adını duymuştum. Ama tam olarak nerede olduğunu hatırlayamıyorum. Boşver, zaten önemi yok. Eğer savaşta karşılaşırsak birbirimiz hakkında daha çok şey bulacağımıza hiç şüphe yok. 
str_comment_intro_noble_badtempered|Bayrağındaki şekli çıkartamadım. Hiç şüphe yok ki sen topraklarımıza gelen başka bir yabancısın, sanki burada yeterince yabancı yokmuş gibi...
str_comment_intro_noble_pitiless|Bir asilzadenin bayrağını taşıdığını görüyorum. Ama sembolü çıkaramadım. Savaşın leşinden beslenip doymaya gelen bir açgözle kerkenez daha,buna hiç şüphe yok!
str_comment_intro_noble_cunning|Bir asilzadeye benziyorsun. Ama bu aralar asil ve soylu kılıklı pek çok sahtekar ortalıkta dolanıyor. Yine de, ileride bir savaş lordu olabilecek biriyle tanıdık olmaya değer.
str_comment_intro_noble_sadistic|Çok garip, İsmini bilmiyorum. Şu yeni soylulardan birisi olmalısın. Ya da belki uydurma bir unvan yarattın?
str_comment_intro_noble_goodnatured|Sakın savsaklanma! Bayrağını çıkaramadım. Cahilliğimi bağışla, {beyim/hanımım}! Seninle tanıdık olmayı çok isterim. 
str_comment_intro_noble_upstanding|Adını bilmiyorum. Ancak sadece asil doğuşlu birisi olduğun sözüne güvenebilirim. 
str_comment_intro_common_liege|Doğuştan soylu olmayabilirsin. Ama bil ki her zaman benim için savaşacak yetenekli adamlar arıyorum.
str_comment_intro_common_martial|Belkide doğuştan asil bir soylu değilsin, eğer cesaretini ve onurunu kanıtlayabilirsen savaş alanında dengim olduğunu düşünebilirim.
str_comment_intro_common_badtempered|Çabuk konuş! Söyleyecek bir şeyin varsa... Zırvalara ayıracak vaktim yok...
str_comment_intro_common_pitiless|Bir paralı asker mi? Bir baş ağrısı daha. Yakında bu paralı askerlerden saklanacak hiçbir yer kalmayacak. 
str_comment_intro_common_cunning|Şey... Seni daha önce duymamıştım. Ama bir gün kendisinden bir şey yaratacak bir {adam/kadın}{.e}  benziyorsun. 
str_comment_intro_common_sadistic|Bir köylü benden herhangi bir şey isterse iyi bir dayağı da buna katabilir. Ama bugün iyi bir günümdeyim. Konuş bakalım.
str_comment_intro_common_goodnatured|Seni görmek ne güzel.
str_comment_intro_common_upstanding|Selamlar, {beyim/hanımım}. Her zaman hatırlayın; bir soylu adil ve dürüst olmalıdır. 
str_comment_you_raided_my_village_enemy_benevolent|Korumam altındaki {s51} köylülerine saldırmışsın... Şimdi hayatının bir bozuk para kadar bile değeri yok!
str_comment_you_raided_my_village_enemy_spiteful|Köyüm {s51}'{.i} basmışsın. Özel alanımı yıkmak ve benim sakinlerimi öldürmek. Bunun karşılığını kanla alacağım!
str_comment_you_raided_my_village_enemy_coldblooded|Köyüm {s51}'{.i} basmışsın. Özel alanımı yıkmak ve benim sakinlerimi öldürmek. Yaşamak istiyorsan, topraklardan uzak dur.
str_comment_you_raided_my_village_enemy|Köyüm {s51}'{.i} basmışsın. Özel alanımı yıkmak ve benim korumam altındaki sakinlerimi öldürmek. Suçlarının cezasını pahalıya ödeyeceksin!
str_comment_you_raided_my_village_unfriendly_spiteful|Köyüm {s51}'{.i} basmışsın. Bu benim köyüm. Kötülüklerinin cevabını vermek zorunda kalacaksın...
str_comment_you_raided_my_village_friendly|Köyüm {s51}'{.i} basmışsın. Bu benim köyüm. Şimdi konuşacak hiçbir şeyimiz yok.
str_comment_you_raided_my_village_default|Köyüm {s51}'{.i} basmışsın. Bu benim köyüm. Eğer bu biçimde davranmaya devam edersen, pek yakında savaşa girebiliriz.
str_comment_you_robbed_my_village_enemy_coldblooded|{s51} köyündeki sakinleri soymuşsun. Bunu kişisel bir aşağılama olarak algılıyorum.
str_comment_you_robbed_my_village_enemy|Benim korumam altındaki masum {s51} köylülerini soymuşsun. Suçuna cevap vermeye hazırlan!
str_comment_you_robbed_my_village_friendly_spiteful|{s51}'{.de}ki köy sakinlerinden yemek çalmışsın. İşte şimdi savaş zamanı, bu hayatta hiçbir şey bedelsiz değildir!.
str_comment_you_robbed_my_village_friendly|Duydum ki {s51} köylülerinin mallarına el koymuşsun. Savaş savaştır! Eğer bir şey olursa kin tutmayacağına eminim.
str_comment_you_robbed_my_village_default|Köyüm {s51}'{.de} oturanları soymuşsun. Bir çapulcu için amma da iyi bir fikir! Ama arkadaşlığımın değerini bilen birisi için çok kötü...
str_comment_you_accosted_my_caravan_enemy|Korumakla görevlendirildiğim kervanlara yanaşmaya çalışıyorsun! Haydutlar bu topraklarda çok fazla hayatta kalmazlar!
str_comment_you_accosted_my_caravan_default|Korumakla görevlendirildiğim kervanlara yanaşmaya çalışıyorsun. Umarım bunu yanlışlıkla yaptın. Yoksa, sana bir ders vermek zorunda kalacağım!
str_comment_you_helped_villagers_benevolent|{s51} köyündeki köy halkına yardımda bulunmuşsun. Görevlerimde hep ihmalkar olmuştum. Yaptığın şeyden de memnun değilim.
str_comment_you_helped_villagers_friendly_cruel|{s51} köyündeki köy halkına yardımda bulunmuşsun. Bu çok cömertçe. Ama halkıma kendim iş yapmayı tercih ederim. 
str_comment_you_helped_villagers_friendly|{s51} köyündeki köy halkına yardımda bulunmuşsun. Demek kurtarıcıyı oynamayı seviyorsun? Pekala, müdahale etmeyeceğim...
