str_no_string|NO STRING!
str_npc7_backstory_response_2|Die Kosaken sagen: „Ein dünner Mann ist entweder ein kranker Mann oder ein armer Mann.“ Ich hoffe, Ihr versteht...
str_npc8_backstory_response_2|Es dauert mich, aber für einen Henker habe ich keine Verwendung. Fragt jemand anders.
str_npc9_backstory_response_2|Jedermann muss für sich entscheiden, was ihm die gerechte Sache ist. Ich glaube, ich bin nicht der beste Gefährte für Euch.
str_npc10_backstory_response_2|Mein Rat wäre, dass Ihr in den Dienst zurückkehrt.
str_npc11_backstory_response_2|Dann solltet Ihr Euch wohl eine neue Horde suchen...
str_npc12_backstory_response_2|Oh nein, mein Freund!  Ihr könntet auch mich vergiften!
str_npc13_backstory_response_2|Ich dachte schon immer, dass Zaubervolk verlogen ist. Mir scheint, Ihr erhieltet nur, was Ihr verdientet.
str_npc14_backstory_response_2|Ich fürchte, meine Börse ist nicht prall genug für all Eure feinen Talente. Daher muss meine Antwort Nein lauten.
str_npc15_backstory_response_2|Meine Güte. Wer es mit Euch zu tun kriegt, der ist zu bedauern.
str_npc16_backstory_response_2|Hört sich an, als sei der Ärger mit Euch größer als Euer Nutzen.
str_npc1_signup|Na, hervorragend. Lasst uns speisen und dann aufbrechen!
str_npc2_signup|Ich hoffe auf Eure Vergebung, dass ich Euch bei Tisch nicht Gesellschaft leiste. Ich speiste bereits. Danach nehme ich nie noch etwas zu mir.
str_npc3_signup|Ich akzeptiere Euer Angebot mit Freuden, mein Sohn! Und bei der süßen Maria Muttergottes schwöre ich, Ihr sollt es nicht bereuen.
str_npc4_signup|Sehr schön. Wie Ihr wünscht.
str_npc5_signup|Sehr schön. Ihr müsst wissen, ich bin nicht nur ein guter Scharfschütze und Pikenier... Auch Gefangene weiß ich zu verwalten und mich beim Sammeln von Kriegstrophäen nützlich zu machen.
str_npc6_signup|Ich habe nichts, wohin ich gehen könnte. Wenige würden es wagen, einen desertierten Scharfschützen anzuheuern. Ich wäre froh, mit Euch zu ziehen. Ihr sollt wissen, dass ich ein Eichhörnchen mit dem Pfeil ins Auge zu treffen und Spuren besser zu lesen vermag als jeder andere.
str_npc7_signup|Habt Dank, {Herr/Herrin}. Dies ist ein Grund, ein paar ordentliche Humpen Kwas zu stemmen...
str_npc8_signup|Allah ist voll der Gnade, mir einen so freundlichen Meister zu senden. Übrigens wäre jetzt ein gutes Mittagsmahl gerade recht. Ohne Schwein natürlich!
str_npc9_signup|Vielen Dank. Ich führte schon Schwadronen in die Schlacht, ich kann im Kampf Eure rechte Hand sein. Und die Pike führt niemand so wie ich!
str_npc10_signup|Natürlich! Ich schwöre, dies sollt Ihr niemals bereuen. Ich werde Eure Mannen Tag und Nacht drillen! Zu richtigen Soldaten werde ich sie machen!
str_npc11_signup|Ich wurde im Sattel geboren. Das Schwert führe ich meisterhaft, und ich finde mich in jeder Steppe zurecht.
str_npc12_signup|Ich bin zutiefst dankbar. Nicht nur Fieber kann ich kurieren und Blutegel anwenden. Auch Verwundungen in der Schlacht weiß ich zu behandeln!
str_npc13_signup|Ihr bietet mir einen Platz an Eurer Seite? Sehr gut, ich nehme ihn an.
str_npc14_signup|Sehr gut, ich bin willens, mich Euch anzuschließen. Allen Handel könnt Ihr getrost mir überlassen. -- Doch nicht nur dazu tauge ich, auch ein Schwert kann ich halten. Karren brauchen häufig Schutz, wie Ihr sicher wisst...
str_npc15_signup|Ich bin still wie eine Maus, wenn ich ruhig bin. Doch im Zorn kann ich jeden mit bloßen Händen zermalmen. Nehmt mich mit Euch, {guter Herr/gute Herrin}. Ich weiß auch Pasteten zuzubereiten!
str_npc16_signup|Ich bin bereit, euch noch bis in Scheitans Fänge zu folgen. Mit dem Messer stelle ich mich geschickt an -- und ein hervorragender Scharfschütze bin ich obendrein.
str_npc1_signup_2|Bedenkt aber dies: Soldaten müssen stets gut genährt und ordentlich entlohnt werden.
str_npc2_signup_2|Ich weiß das Schwert zu führen und habe mir die Taktiken der Schlacht durch langes Studium angeeignet. Und falls jemand erkrankt -- ich bin des Aderlasses kundig.
str_npc3_signup_2|Kirchendienste sind nicht alles, was ich zu bieten habe. Ich weiß auch die Pike zu führen, und sollte es jemanden zu überreden gelten, so schaffe ich dies noch bei Toten. Feiglinge hasse ich allerdings...
str_npc4_signup_2|Bedenkt nur dies: Seit man mich gefangennahm, leide ich keine Befehlshaber mehr, die vom Schlachtfeld fliehen.
str_npc5_signup_2|Bedenkt aber, dass wir von der schwedischen Armee an regelmäßige Mahlzeiten und pünktlich gezahlten Sold gewöhnt sind. Und gegen meine eigene Nation kämpfe ich nicht. Ich hoffe, Ihr versteht.
str_npc6_signup_2|Ich hoffe, dass Ihr ein ehrlicher Krieger seid und kein Schurke. Vieles sah ich bereits in den Tagen meines Dienstes, und ich werde nicht dulden, dass Unschuldige leiden müssen.
str_npc7_signup_2|Bedenkt allerdings, dass ich es nicht ertragen würde, mich von meinem Befehlshaber entehrt zu sehen.
str_npc8_signup_2|Pünktliche Mahlzeiten sind der beste Weg, sich Loyalität zu sichern, in der Tat. Und ich versuche mich fernzuhalten von all diesen Weibern... Gottlose Kreaturen sind das!
str_npc9_signup_2|Solange unser Trupp sich die ritterliche Ehre zu wahren weiß, bin ich’s zufrieden. Ehre ist der erste Gedanke eines litauischen Edlen, und sei er auch mittellos.
str_npc10_signup_2|Solange unser Trupp stark und einig ist, bin ich mit Euch. Doch Fehlbetragen leide ich nicht -- ebenso keine Schulden und keinen verspäteten Sold!
str_npc11_signup_2|Denkt nur daran, dass wir besser nicht auf Krimkosaken treffen.
str_npc12_signup_2|Bedenkt allerdings eins... Ich bin ein Mann des einfachen Volkes und habe nichts übrig für Herrschaften, die sich bereichern, indem sie die kleinen Leute berauben...
str_npc13_signup_2|Meine Kunst verbietet es mir, Menschen zu töten -- es sei denn zur Verteidigung. In allen friedlichen Dingen hingegen bin ich nützlicher als jeder andere.
str_npc14_signup_2|Anderes Weibsvolk nehmt ihr aber besser nicht mit. Es gibt sonst nichts als Gekeif.
str_npc15_signup_2|Alsdann, solltet Ihr Aufgaben in Haushaltsdingen haben, ruft mich.
str_npc16_signup_2|Wenn ich etwas nicht leiden kann, sind es Feigheit und Ehrlosigkeit.
str_npc1_signup_response_1|Mit den Rationen knausere ich nicht, alter Mann. Sorgt Euch nicht.
str_npc2_signup_response_1|Nun denn, Ihr seid willkommen unter meinen Mannen.
str_npc3_signup_response_1|Möge Eure flinke Zunge uns von Nutzen sein.
str_npc4_signup_response_1|Da bin ich ganz Eurer Ansicht. Trinken wir darauf -- ich zahle! Und macht Eure Sachen bereit, wir brechen alsbald auf.
str_npc5_signup_response_1|Sehr schön. Macht Euch für eine Reise bereit, Freihand. Wir wollen sehen, was Ihr wert seid.
str_npc6_signup_response_1|Genau der Mann, dessen ich bedarf. Nach dem Mahl brechen wir auf.
str_npc7_signup_response_1|Trinkt Euren Kwas, junger Mann, und sorgt Euch nicht.
str_npc8_signup_response_1|Tut Eure Arbeit und sorgt Euch nicht ums Essen.
str_npc9_signup_response_1|Ich bin froh, dass wir einander verstehen.
str_npc10_signup_response_1|Solch ein Gehilfe wär mir von Nutzen!
str_npc11_signup_response_1|Nun, Nogai, betrachtet Euch als angeworben.
str_npc12_signup_response_1|Ich unternehme stets, was die Ehre gebietet. Kommt nun, macht Euch bereit für die Reise.
str_npc13_signup_response_1|Hoffentlich könnt ihr uns das Glück herbeikochen.
str_npc14_signup_response_1|Ich denke, Ihr könnt mit meinen Gefährten auskommen. Bereitet Euch vor.
str_npc15_signup_response_1|Pasteten, sagt Ihr? Vermutlich wärt Ihr auf dem Schlachtfeld nützlicher als in der Küche.
str_npc16_signup_response_1|Dann bereitet Euch vor. Wir brechen bald auf.
str_npc1_signup_response_2|Der Krieg lässt uns die Gürtel enger schnallen. Daher -- leider nein...
str_npc2_signup_response_2|Mit Draculs Nachfahren reisen? Nein danke.
str_npc3_signup_response_2|Wenn Ihr zu einer Armee stoßen wollt, solltet Ihr Robe und Kreuz gegen einen Kürass tauschen. Vielleicht reden wir noch einmal, wenn Ihr Euch entschieden habt.
str_npc4_signup_response_2|Man kann auch einen Krieg gewinnen, wenn man eine Schlacht verliert. Seht Euch nach anderer Gesellschaft um.
str_npc5_signup_response_2|Ihr unterliegt einem Irrtum, Soldat. Dies ist nicht das königliche Regiment, das ich führe.
str_npc6_signup_response_2|Im Krieg ist die Grenze zwischen Raub und Waffengang oft fließend. Wir sollten unseren Weg besser nicht teilen.
str_npc7_signup_response_2|Ein moralinsaurer Abstinenzler? Wir bringen unsere Tage nicht mit Gebeten zu. Wir leben davon, dass wir Krieg führen.
str_npc8_signup_response_2|Weiberhasser, Henker und Vielfraß... Ich fürchte, unsere Wege müssen sich hier trennen.
str_npc9_signup_response_2|Ich bezweifle, dass ihr allzu gut mit meinem Trupp auskämt. Lebt wohl!
str_npc10_signup_response_2|Ich fürchte, ein Teufel von Eurer Art würde mir sämtliche Söldner in die Flucht schlagen.
str_npc11_signup_response_2|Eure Gegenwart bedeutet Gefahr für mich. Mit den Tataren wünsche ich keinen Händel.
str_npc12_signup_response_2|Wozu dienen Leibeigene denn sonst? Nein, Rebellen kann ich in meinen Reihen nicht gebrauchen.
str_npc13_signup_response_2|Friedensliebe im Herzen eines der Truppmitglieder ist gefährlicher als ein Regiment Kürassiere.
str_npc14_signup_response_2|Zur Hölle, nein. Ich kann keine diebischen Weiberhasserinnen gebrauchen.
str_npc15_signup_response_2|Es gab einst eine Frau, eine Kriegerin in Frankreich... Jeanne d’Arc. Sie fand ein übles Ende...
str_npc16_signup_response_2|Eine Leibwache mit Anstand? Klingt recht unwahrscheinlich, meint Ihr nicht?
str_npc1_payment|Ich werde ihnen sehr behilflich sein, {mein Herr/meine Frau}, Sie können daran glauben. Und da ist noch was, können Sie mir {reg3} leihen bevor wir den Stadt verlassen? Ich schäme mich, es zuzugeben, aber ich finde mich in ein bisschen Schulden im Moment. Ich habe in dieser Taverne für ein paar Wochen geblieben aber ich fürchte die Besitzer glauben mir nicht mehr wenn ich sage dass ich mit Gold beladen bin. Wissen Sie, Ich kann hier in übel Schwerigkeiten kommen fals die Besitzer mich mit ihnen hier verlassen sehen.
str_npc2_payment|Es wäre mir eine Freude. Eine Bitte nur -- gestern Abend war ich am Spieltisch nicht eben mit Glück gesegnet. Würdet Ihr meine Schuld begleichen? Die Summe ist lächerlich, gerade {reg3} Taler. Doch so könnte ich die Stadt mit einem reinen Gewissen verlassen.
str_npc3_payment|.
str_npc4_payment|Ein bescheidenes Anliegen... Ich schulde dem Herbergswirt noch eine Kleinigkeit. Gestern Abend gönnte ich mir wie allen anderen Gästen ein Gelage. Es gab auch eine Hauerei mit ein paar Polen auf der Durchreise... Könntet Ihr mich von meinen Schulden freikaufen? Es geht um nichts als {reg3} Taler.
str_npc5_payment|Ah, da ist noch etwas. Nicht nur mein letzter Knopf ging dahin, sondern auch mein Kürass. Wollt Ihr mir einen Vorschuss von {reg3} Talern gewähren, damit ich den Pfandleiher zahlen kann? Ohne Kürass in der Schlacht, was taugte ich da mehr als eine Schildkröte ohne Panzer.
str_npc6_payment|Gern, doch ist da ein kleiner Kummer. Mein Weib ist mittellos. Wenn Ihr mir {reg3} Taler geben wolltet, die ich ihr zu ihrem Auskommen senden kann, würde ich gleich mit Euch aufbrechen. Anderenfalls bleibt mir nichts, als ein Brigant zu werden, um an die Mittel zu kommen.
str_npc7_payment|Ich bin bereit. Nur eine kleine Sache... Gebt mir {reg3} Taler für einen neuen Mantel. Meiner ist zerschlissen, und ich mag nicht so... unpräsentabel auf Reisen gehen.
str_npc8_payment|Meine Axt soll Euch wohl dienen. Freilich bräuchte ich dafür {reg3} Taler, um den Schaft zu erneuern. Nach einem ganzen Monat im örtlichen Schlachthaus ist die Axt ziemlich hinüber.
str_npc9_payment|Es ist mir eine Freude, mit Euch Geschäfte zu machen, {Herr/Herrin}. Doch ein kleines Anliegen muss ich vorbringen. Ich brauche dringend {reg3} Taler, um einen Familienstammbaum zu kaufen. Dieser ist bereits fertig und mit dem Siegel eines Wappenkönigs versehen, den ich wie durch ein Wunder unterwegs traf. Mit einem solchen Dokument in Händen könnte ich meine Lande zurückgewinnen...
str_npc10_payment|Das sind hochwillkommene Neuigkeiten! Und da wir uns nun zusammengetan haben, darf ich Euch um einen kleinen Gefallen bitten? Es geht nur um {reg3} Taler -- so viel will der Silberschmied am Ort für den Ring, den ich der Pani schicken will. Vielleicht kehrt sie doch zu mir zurück, wenn sie ihn bekommt.
str_npc11_payment|Allahu Akbar! Bitte gebt mir {reg3} Taler für einen neuen Sattel.
str_npc12_payment|{Herr/Herrin}, ich habe noch einige Formsachen zu ordnen, da wär ein Vorschuss nicht schlecht -- nur {reg3} Taler.
str_npc13_payment|Nun, da wir uns einig sind, darf ich es wagen, Euch um einen kleinen Gefallen zu ersuchen? Meine entfernte Verwandte, die hier ansässig ist, hat mich für eine Zeit aufgenommen. Könnt Ihr mir {reg3} Taler gewähren, damit ich ihr vergelten kann, was sie mir Gutes tat?
str_npc14_payment|Da wäre noch eine Kleinigkeit. Neulich gab es hier einen Jahrmarkt, und ich verkaufte etwas Wein -- ohne Erlaubnis der örtlichen Gilde. Die Wache wird mich nicht aus der Stadt lassen, ehe ich nicht {reg3} Taler Strafe gezahlt habe.
str_npc15_payment|Oh, welche Freude! {Guter Herr/Gute Herrin}, könnt Ihr magre {reg3} Taler entbehren, dass ich mir marokkanische Schuhe besorge? -- In diesen Fußlappen kann ich nirgends hingehen.
str_npc16_payment|Vielen Dank! Doch gebt mir zunächst bitte {reg3} Taler. Ich fand eine exzellente Kettenrüstung. Was wär ich für eine Leibwache ohne ordentliche Rüstung?
str_npc1_payment_response|.
str_npc2_payment_response|Hier habt Ihr {reg3} Taler.
str_npc3_payment_response|.
str_npc4_payment_response|Das ist doch selbstverständlich. Hier habt Ihr {reg3} Taler.
str_npc5_payment_response|Diese Börse hält {reg3} Taler. Mögt Ihr den Vorschuss hoffentlich durch treue Dienste aufwiegen.
str_npc6_payment_response|Der Familie muss die erste Sorge gelten. Hier, nehmt das Geld.
str_npc7_payment_response|Natürlich. Nehmt das Geld.
str_npc8_payment_response|Hier, zählt es nur zweimal.
str_npc9_payment_response|Für einen Edlen ist der Stammbaum alles. Nehmt das Geld, ich geb's gern.
str_npc10_payment_response|Hier sind {reg3} Taler... wiewohl ich nicht glaube, dass diese Aufwendung sich lohnt.
str_npc11_payment_response|Also schön, hier sind {reg3} Taler.
str_npc12_payment_response|Nun, ich erwarte, dass Ihr dafür Hand wie Fuß in meinen Dienst stellt. Hier, nehmt.
str_npc13_payment_response|Niemand ist vor Armut oder Gefangenschaft sicher, so sagt man. Hier, nehmt das Geld.
str_npc14_payment_response|Hier, nehmt. Ich denke, diese Ausgabe wird sich bald bezahlt machen.
str_npc15_payment_response|Also gut, nehmt. Ich bin froh, Euch bei uns zu haben.
str_npc16_payment_response|Wenn Ihr sie braucht, dann braucht Ihr sie. Hier, {reg3} Taler.
str_npc1_morality_speech|Hört zu, {mein Sohn/meine Tochter}! Ich warnte Euch bereits, {s21} gefällt mir gar nicht!
str_npc2_morality_speech|Ich hoffe, Ihr verübelt's mir nicht, doch {s21} schätze ich gar nicht. Es ist eines Edlen nicht würdig.
str_npc3_morality_speech|Unerträglich! Schon wieder {s21}. Wie lange noch sollen wir das leiden?
str_npc4_morality_speech|He Kosak, {s21} ist für jeden in der Sitsch eine Schande. Überlegt künftig besser, ehe Ihr so etwas tut.
str_npc5_morality_speech|Wir müssen {s21}? Wie unverständlich. Den Soldaten sollte ja stets die erste Sorge gelten.
str_npc6_morality_speech|Ihr befahlt zu {s21}! Das kann ich einfach nicht hinnehmen!
str_npc7_morality_speech|Was denn, {s21}? Ich bin zutiefst erschüttert.
str_npc8_morality_speech|Ah, {s21}, beim Scheitan! Da hebt sich in mir ja jede Innerei.
str_npc9_morality_speech|Oh, {s21}... welch Schande für mich. Derartige Dienste werde ich nicht erbringen.
str_npc10_morality_speech|Für mich bedeutet {s21} eine Entehrung. Keinem Befehlshaber, der so etwas zulässt, würde ich mein Vertrauen schenken.
str_npc11_morality_speech|Wir als Krieger sollten nicht {s21}. Anderenfalls werden wir bald all unsere Soldaten einbüßen.
str_npc12_morality_speech|Befehlshaber, {Herr/Herrin}, ich bin Doktor und kann nicht tatenlos ansehen, wie Ihr {s21}. Habt doch Erbarmen mit den einfachen Leuten!
str_npc13_morality_speech|Hört, was ich sage -- {s21} kann nicht recht sein für einen Mann, auf den ich mit meinem Leben vertraue. Lasst solches nicht länger zu! Fordert Euer Schicksal nicht heraus.
str_npc14_morality_speech|Als Quartiermeisterin kann ich {s21} nicht dulden. Vermeidet solches in Zukunft.
str_npc15_morality_speech|Hört, was ich sage -- {s21} ist eine Sünde. Geht das so fort, dann weiß ich nicht, was ich tu...
str_npc16_morality_speech|Meister, ich warnte Euch, dass nichts mich schlimmer beleidigt als{s21}. Ich hoffe, dass sich das nie wiederholt.
str_npc1_2ary_morality_speech|Schon wieder {s21}! Zur Hölle, ich leid’s nicht!
str_npc2_2ary_morality_speech|Ihr habt zu {s21} beschieden. Führt Ihr dies fort, werden sich unsere Wege trennen.
str_npc3_2ary_morality_speech|Fürwahr, {s21}. Das gefällt mir gar nicht.
str_npc4_2ary_morality_speech|Ruhm und Ehre zuerst! Und Ihr, der Ihr beschlosst zu {s21}, mögt Ihr in der Hölle schmoren!
str_npc5_2ary_morality_speech|[Keine zweite moralische Vorgabe]
str_npc6_2ary_morality_speech|[Keine zweite moralische Vorgabe]
str_npc7_2ary_morality_speech|{s21} ist mir nicht hinnehmbar. Geht dies so weiter, werde ich mir einen anderen Befehlshaber suchen.
str_npc8_2ary_morality_speech|[Keine zweite moralische Vorgabe]
str_npc9_2ary_morality_speech|[Keine zweite moralische Vorgabe]
str_npc10_2ary_morality_speech|[Keine zweite moralische Vorgabe]
str_npc11_2ary_morality_speech|[Keine zweite moralische Vorgabe]
str_npc12_2ary_morality_speech|[Keine zweite moralische Vorgabe]
str_npc13_2ary_morality_speech|Wie könnt Ihr {s21} einfach zulassen? Ich fürchte, mit unserer Eintracht ist es aus.
str_npc14_2ary_morality_speech|[Keine zweite moralische Vorgabe]
str_npc15_2ary_morality_speech|[Keine zweite moralische Vorgabe]
str_npc16_2ary_morality_speech|[Keine zweite moralische Vorgabe]
str_npc1_personalityclash_speech|Hört her, {mein Sohn/meine Tochter}! Seit dieser verfluchte Dieb {s11} mit uns ist, habe ich keinen Frieden mehr. Er gebärdet sich wie ein Heiliger, doch in Wahrheit ist er ein verlogener Strauchdieb.
str_npc2_personalityclash_speech|Ich ertrag’s nicht mehr länger. Dieser ehemalige Mönch {s11} schleicht mir beständig nach. Mir ist schleierhaft, was er im Schilde führt, doch jede Nacht zieht er einen Kreidekreis, darin er betet und mich mit seltsamen Blicken bedenkt. Und neulich versuchte er, mich mit Weihwasser zu besprenkeln...
str_npc3_personalityclash_speech|Hört, was ich sage, Befehlshaber. Dieser alte {s11} ist ein grausamer Mann. Keinen Schritt kann ich tun, ohne dass er mich aller möglichen Todsünden bezichtigt.
str_npc4_personalityclash_speech|Hört zu, mein Freund. Ich betrachte {s11} mit Argwohn. Seine Geschichte von der Flucht aus Moskau ist doch offensichtlich ein Hirngespinst. Bei meinem Kreuz geschworen, der spioniert uns aus, indem er vorgeblich Briefe nach Astrakhan schreibt.
str_npc5_personalityclash_speech|Erlaubt mir die Rede, {Herr/Herrin} {Spielername}! Dieser {s11}, muss ich sagen, ist doch reichlich zwielichtig. Meidet die Sonne, wandert nächtens durchs Lager, beträgt sich allgemein sehr seltsam.
str_npc6_personalityclash_speech|Erlaubt mir zu reden! Ich leide diesen {s11} mit seinen Henkerschrullen rein gar nicht. Schon der Gedanke, dass ich in Seinesgleichen Hände gefallen wäre, hätte ich Moskau nicht geflohen... Ich erbebe.
str_npc7_personalityclash_speech|Hauptmann, ich kann nicht länger schweigen. Die Anwesenheit dieses alten {s11} wird mit jedem Tag unerträglicher. Seit er weiß, dass ich noch nicht einmal die Dämpfe des Alkohols ertrage, sucht er mich ständig anzuhauchen. Und er stinkt wie ein Bierfass.
str_npc8_personalityclash_speech|Hört, Aga! {s11} Hanim ist eine grässliche Frau, bei Allah sei’s geschworen. Sie hat ihren Mann getötet, und nun richtet sie ihren bösen Blick auf mich.
str_npc9_personalityclash_speech|{Spielername}! Ich möchte Euch sagen, dass {s11} nicht die beste Gesellschaft ist. Er bezeichnet meine Heimat Bryansk als russisch, wo doch jeder Mann mit einer Prise Bildung weiß, dass es immer Teil von Litauen war!
str_npc10_personalityclash_speech|Verzeiht, aber wie lange noch muss ich die Gegenwart dieses Schwedenflegels ertragen? {s11} ist kein Reisegefährte -- wahrlich, er ist nichts weiter als ein Diener. Und verlangt man den geringsten Gefallen von ihm, plustert er sich auf wie ein Pfau!
str_npc11_personalityclash_speech|Dieser Knirps raubt mir alle Nerven! Genau, dieser {s11}. Kein Tag geht, an dem man nicht über ihn stolpert.
str_npc12_personalityclash_speech|Ich habe versucht, mich zu beherrschen, guter Befehlshaber, doch {s11} treibt mich in die Verzweiflung. In seinen Augen bin ich nichts als ein Diener, ein Leibeigener ohne auch nur das Recht, seinem Blick zu begegnen.
str_npc13_personalityclash_speech|Wenn {s11} nicht aufhört, mich zu begaffen wie eine Tavernendirne, dann wirke ich ein paar üble Zauber. Darauf habt Ihr mein Wort.
str_npc14_personalityclash_speech|{Herr/Herrin}, lasst mich dies klarstellen. Ich halte nichts von diesem Edlen, der mich mit Straßendreck an seinem ach so edlen Stiefel zu verwechseln scheint. Ganz recht, ich spreche von {s11}. Ich bin Armeequartiermeisterin, nicht irgendeine Leibeigene!
str_npc15_personalityclash_speech|Vergebt diesem armen Weib, dass es die Stimme erhebt, doch warum habt Ihr einen Vampir in Euren Trupp aufgenommen? Natürlich spreche ich von {s11} -- von wem sonst? Er scheint den Märchen meiner Großmutter entsprungen.
str_npc16_personalityclash_speech|Oh Meister! Ich ertrage einiges, doch keine Hexe im Trupp. Diese Schamanenstücke von {s11} missfallen mir -- und wie.
str_npc1_personalityclash_speech_b|Wenn dieser {s11} noch ein Mal versucht, mir eine Predigt zu halten, so schlag ich ihn grün und blau, wie es jeder Ehrenmann tun sollte, ich schwör’s!
str_npc2_personalityclash_speech_b|Ich respektiere religiöse Gefühle, aber dies ist doch absurd!
str_npc3_personalityclash_speech_b|Seine geschmacklosen Witze über mich bringen die ungewaschene Soldateska zum Lachen. Ich werde dies nicht lange hinnehmen.
str_npc4_personalityclash_speech_b|Ich bin sicher, dass er ein Spion ist. Und wollt Ihr seine Gegenwart noch länger tolerieren, dann müsst Ihr wählen: Ihn oder mich!
str_npc5_personalityclash_speech_b|Einmal erwachte ich und sah ihn über mir, Antlitz so weiß wie die Zähne. Mein Sinn steht nicht danach, mit einem Vampir unterm selben Banner zu fechten.
str_npc6_personalityclash_speech_b|Mit diesem Monster ziehen zu müssen ist mir mit jedem Tag schlimmer zuwider. Scheu bin ich nicht, doch ist es ein gruslig Ding, einen Henker im Rücken zu wissen.
str_npc7_personalityclash_speech_b|Ständig grölt er Lieder auf Polnisch und heißt die Krieger des Zaren Feiglinge und Banditen. Meine Geduld hat sich erschöpft!
str_npc8_personalityclash_speech_b|Was sagte ich denn schon? Es war als Kompliment gemeint. Ich bemerkte nur, dass sie in meinem Harem die dritte oder sogar die zweite Frau wäre! Was ist nur mit den russischen Weibern?!
str_npc9_personalityclash_speech_b|Wenn er so fortfährt, wird es gewiss noch zum Duell kommen. 
str_npc10_personalityclash_speech_b|Disziplin fußt auf gänzlicher Unterordnung. Verzeiht, aber für Ungezwungenheiten ist da kein Platz.
str_npc11_personalityclash_speech_b|Das Schlimmste: Er schreit mir in der Schlacht ständig zu, was ich zu tun habe. Ihm verdanken wir, mein guter Yesir, dass wir guter Gefangener verlustig gingen! Lehrt ihn, sich zu betragen, oh Mirza, oder ich werde es selbst tun.
str_npc12_personalityclash_speech_b|Doch bin ich Mitglied Eures Trupps wie er! Ein schöner Adliger ist er, mit keinem einzigen Fußbreit fruchtbaren Bodens. Ich werde diese Erniedrigung nicht länger dulden!
str_npc13_personalityclash_speech_b|Ich bin ein aufrechtes Mädchen und dulde von Soldaten keine Anzüglichkeiten.
str_npc14_personalityclash_speech_b|Wenn der mir noch ein Mal den Mantel hinwirft und dabei durch die Zähne murmelt „muss am Morgen sauber sein“, dann werde ich mich nach anderer Gesellschaft umsehen müssen.
str_npc15_personalityclash_speech_b|Ein guter Krieger mag er sein, doch was ist damit gewonnen? Wenn er nächtens herumwandert, wird mein Herz von Furcht ergriffen. Und so fühle nicht nur ich... Ihr habt eine Entscheidung zu fällen...
str_npc16_personalityclash_speech_b|Neulich kam sie und bot mir einen Glückszauber an. Mir -- einem Moslem! Wo Allah die Ungläubigen dem Tod preisgibt!
str_npc1_personalityclash2_speech|Da ist ein Tunichtgut von Kosak im Trupp. Ihr wisst, von wem ich spreche -- von {s11}. Der macht hundertfachen Ärger im Vergleich zu seinem Nutzen. Wenn er noch länger mit uns ist, muss ich Euch Lebewohl sagen, {mein Sohn/meine Tochter}.
str_npc2_personalityclash2_speech|Solche Rede mag mir nicht zukommen, {Herr/Herrin}, doch diese {s11} ist wahrhaftig eine Hexe. Ich traf sie auf dem Friedhof, als der Mond hell schien. Da sammelte sie irgendwelches Wurzelwerk. Ich wage nicht auszudenken, was sie daraus zusammenbraut...
str_npc3_personalityclash2_speech|Die Jungfrau Maria ist meine Zeugin, der Kosak {s11} ist wahrhaftig eine Teufelsbrut! Und damit meine ich nicht seinen Hass auf uns aufrechte Katholiken. Ich sah schon vieles, doch niemals ward ich Zeuge, wie ein Mann eine ganze Flasche Wodka zum Frühstück hinunterspült und dann im Lager nach Schlägereien sucht... In der Tat, dies sah ich zum ersten Mal in meinem Leben.
str_npc4_personalityclash2_speech|Ich begreif's nicht -- dieser {s11} rührt wirklich niemals Wodka an! Welcher Hölle Ritter kann ein solcher sein?
str_npc5_personalityclash2_speech|{Herr/Herrin}, wollt Ihr vergeben, sag ich’s frei: Dieser litauische Emporkömmling {s11} macht mir Unfrieden. Er hält sich für einen Offizier und sieht in mir den Diener.
str_npc6_personalityclash2_speech|{Herr/Herrin}, wisst Ihr... Ich bin ein direkter Mann und will frei sprechen. Wir sollten diese Hexe nicht weiter mit uns schleifen. Wir brauchen {s11} mit ihren Tränken, ihrem Zauber und ihrer Magie nicht.
str_npc7_personalityclash2_speech|Hauptmann, hört mich an. {s11} macht mir das Leben zur Hölle. Sie fing an, mich zu bevormunden, dann nannte sie mich Sohn, und schließlich wollte sie nächtens in mein Zelt kommen.
str_npc8_personalityclash2_speech|Und eins noch, {playername} Aga! Eure Wache, {s11}, konnte mich vom ersten Tag an nicht leiden. Ich bin ständig auf irgendein Scheitanswerk von ihr gefasst.
str_npc9_personalityclash2_speech|{s11}! Schnappt sich direkt vor meiner Nase den besten Platz und bittet noch nicht einmal um Verzeihung! Wenn dieser Tatar nicht das kleinste Bisschen Kultur an den Tag legen kann, werde ich ihm eine Lektion erteilen!
str_npc10_personalityclash2_speech|{s11} ist ein gefährlicher Mann. Als Doktor taugt er nicht mehr denn ich als Patriarch von Jerusalem. Was tut der in Eurem Trupp?
str_npc11_personalityclash2_speech|{s11} ist ein Spion für die Giray! Sie wurde ausgesandt, mich zu meucheln, das ist sicher.
str_npc12_personalityclash2_speech|Ich wäre gar zufrieden und hätte keine Beschwerde, wäre da nicht {s11}. Die Hexe hasst mich. Sie behauptet, ich erinnere sie an ihren verblichenen Ehemann...
str_npc13_personalityclash2_speech|Ich bin geduldig, doch irgendwann ist es vorbei damit. Dieser {s11} verwechselt mich offensichtlich mit der Pani, die ihn so schamlos um den Finger gewickelt hat. Er beleidigt mich mit seinen Andeutungen und Nachstellungen.
